Rank,Track Name,Album Name,Artist Name(s),English Name Signals?,Release Date,Duration (ms),Popularity,Genres,Record Label
18,7 DIAS,7 DIAS,Gabito Ballesteros;Tito Double P,,30/01/2025,180688,76,"corrido,corridos tumbados,corridos bélicos,música mexicana,sad sierreño,sierreño,electro corridos,banda,dembow belico",Los CT Records
19,Wonderwall - Spotify Singles,Spotify Singles,Bring Me The Horizon,,29/01/2025,240151,63,"metalcore,emo,screamo,rock,post-hardcore",RCA Records Label
20,I Want You (Fever),I Want You (Fever),Momma,,29/01/2025,217249,0,indie rock,Lucky Number
21,coraline,coraline,Lyn Lapid,,31/01/2025,169013,38,,Mercury Records/Republic Owned
22,Revelation,Revelation,The Knocks;Dragonette,,31/01/2025,253862,39,nu disco,Neon Gold
23,Currency (Count On Me) (ft Cimafunk and PAMÉ),On A Trip,ANOTR;Cimafunk;PAMÉ,,31/01/2025,197799,62,"house,tech house",No Art
24,BBLLCDI,BBLLCDI,BabyChiefDoit,,29/01/2025,147529,43,chicago drill,"Artist Partner Group, Inc."
25,I Wonder,I Wonder,Nardo Wick,,31/01/2025,128174,54,,Flawless Ent./RCA Records
26,afraid (feat. nate sib),afraid (feat. nate sib),2hollis;nate sib,,30/01/2025,178826,61,"hyperpop,electroclash",2hollis under exclusive license to Interscope Records
27,"ARGENTINA (feat. Midel, Elixir)","ARGENTINA (feat. Midel, Elixir)",Blessd;Alan Gomez;Midel;Elixir,,27/01/2025,217000,52,"reggaeton,urbano latino,rkt,turreo,techengue,argentine trap,trap",WEA Latina
28,Forgiveness,Violet,L.S. Dunes,,31/01/2025,260946,34,post-hardcore,Fantasy
29,Rattlesnake (feat. Zach Bryan),Rattlesnake (feat. Zach Bryan),Jack Van Cleaf;Zach Bryan,,29/01/2025,293836,58,"country,red dirt",Dualtone Music Group
30,Kill A Prayer,Kill A Prayer,Cole Swindell,,31/01/2025,186333,39,"country,acoustic country",Warner Records Nashville
31,Sunshine In The Room (feat. Jon Batiste),Sunshine In The Room,James Bay;Jon Batiste,,31/01/2025,182955,50,,Mercury Records
32,Squeeze,Squeeze,Maya Delilah,,31/01/2025,234600,35,,Blue Note Records
33,Did You Ever Care,Did You Ever Care / Dead End,Dreamer Isioma,,31/01/2025,125567,21,alternative r&b,Fashionably Early Records LLC
34,"My Life (ft. Swae Lee, PnB Rock, KABU)","My Life (ft. Swae Lee, PnB Rock, KABU)",Steve Aoki;David Guetta;Swae Lee;PnB Rock;KABU,,31/01/2025,168387,46,"electro house,edm,melodic rap",Dim Mak Records/DJ Kid Millionaire Ltd. 2024
35,Florida Boy,Florida Boy,Luh Tyler,,31/01/2025,124064,51,,Motion Music/Atlantic
36,Hot & Mysterious,Hot & Mysterious,Austin Millz;Kah-Lo,,31/01/2025,155076,43,,"Ultra Records, LLC"
37,GIRLS!,GIRLS!,Cat Burns,,29/01/2025,142196,43,,Since 93
38,Don’t Let Your Deal Go Down,Trail Of Flowers (Deluxe Edition),Sierra Ferrell,,31/01/2025,218967,45,"americana,bluegrass,alt country",Rounder
39,I Dare You,I Dare You,Rascal Flatts;Jonas Brothers,,31/01/2025,228066,54,country,"Big Machine Records, LLC"
40,Hold Me Up,Give It More Time,Terrian;Joe L Barnes,,31/01/2025,204706,37,"gospel r&b,christian pop,christian,worship,gospel,afrogospel",Gotee Records
41,Pressure Points (feat. Lila Iké),Pressure Points (feat. Lila Iké),Mahalia;Lila Iké,,30/01/2025,170962,39,"uk r&b,alternative r&b,reggae,lovers rock,dancehall",Atlantic Records UK
42,Champagne Taste,Champagne Taste,Sunflower Bean,,28/01/2025,192371,0,,Lucky Number
43,Me Pasa (Piscis),Me Pasa (Piscis),Bomba Estéreo;Rawayana;ASTROPICAL,,30/01/2025,201529,59,"latin alternative,electrocumbia,spanish-language reggae,reggae,latin afrobeats",Sony Music Latin
44,Drop,Drop,Tunde Adebimpe,,28/01/2025,256819,0,,Sub Pop Records
45,I Been,I Been,Larry June;2 Chainz;The Alchemist,,31/01/2025,154466,39,"southern hip hop,rap,alternative hip hop,jazz rap,experimental hip hop,boom bap",The Freeminded Records / 2 Chainz / ALC / EMPIRE
46,BABYGIRL (feat. Lil Tjay),BABYGIRL (feat. Lil Tjay),OHGEESY;Lil Tjay,,31/01/2025,150000,47,"brooklyn drill,melodic rap",300 Entertainment
47,Favorite One,Favorite One,Jacquees;DeJ Loaf,,31/01/2025,176442,34,"r&b,trap soul",FYB Records / Yellow World LLC / EMPIRE
48,A Solas con la Botella,PA'L CORA EP. 02,Christian Nodal,,31/01/2025,253269,45,"banda,ranchera,mariachi,norteño,música mexicana,grupera","Producciones Ladon, S.A de C.V./Sony Music México"
49,Runner,Runner,Karley Scott Collins,,31/01/2025,183596,33,,Sony Music Nashville
50,Inside Out,Uh Oh,berryblue,,31/01/2025,176410,35,,broke
51,Communicating,Communicating,Bad Suns,,30/01/2025,188400,40,,Epitaph
52,Let Em' Know,Don't Stop EP,Max Styler,,31/01/2025,201259,43,tech house,Diynamic Music
53,Friends To Miami (feat. Meek Mill),Friends To Miami (feat. Meek Mill),Yung Bleu;Meek Mill,,31/01/2025,216774,36,rap,Moon Boy Music
54,God Save The Queens,God Save The Queens,Vienna Vienna,,31/01/2025,145207,41,,PULSE Records
55,33°,33°,"hey, nothing",,31/01/2025,270628,1,midwest emo,Music Soup/Good Luck Have Fun Records
56,Fist,Fist,Miya Folick,,29/01/2025,267000,26,,Nettwerk Music Group
57,So it Goes,So it Goes,Black Sherif;Fireboy DML,,29/01/2025,223585,52,"asakaa,ghanaian hip hop,hiplife,afrobeats,afrobeat,afropop,afro adura,afropiano,afro r&b,afro soul,afroswing",Blacko Management / EMPIRE
58,Rodeo Drive,Rodeo Drive,BAK Jay;FBG Murda,,28/01/2025,127869,26,"chicago drill,drill",10K Projects
59,man in the mirror,Showbiz!,MIKE,,31/01/2025,111837,49,"experimental hip hop,alternative hip hop,jazz rap",10k
60,Lighter,Big After I Die,Charlie Houston,,31/01/2025,246040,25,,Arts & Crafts
61,Lonesome Drifter,Lonesome Drifter,Charley Crockett,,31/01/2025,182482,0,"americana,outlaw country,alt country,red dirt,honky tonk",Charley Crockett PS/ Island
62,Sheets,Sheets,Maddie Zahm,,31/01/2025,229666,32,,Dollgirl Records
63,tapestry,tapestry,Puma Blue,,28/01/2025,173718,25,bedroom pop,Blue Flowers Music
64,capricho,al romper la burbuja,Joaquina,,31/01/2025,239324,40,,Universal Music Latino / Arthouse
65,LOVE YOU TOO,LOVE YOU TOO,Ledisi,,31/01/2025,181110,31,neo soul,BMG Rights Management (US) LLC
66,"Breathe In, Breathe Out","Breathe In, Breathe Out",David Kushner,,31/01/2025,144915,50,,Miserable Music Group
67,Just Stay The Night,Just Stay The Night,David Penn;Vintage Culture;Raphaella,,31/01/2025,192937,42,"funky house,disco house,tech house,house,brazilian bass,electronic,electro,drum and bass",Defected Records
68,Crash,Crash,Loud Luxury,,31/01/2025,126580,52,,Armada Music
69,Jesus Loves,Jesus Loves,Zach Williams,,31/01/2025,251933,50,"christian country,christian,worship,ccm,christian pop",Essential Records
70,**GOLIATH**,GOLIATH,Jessie Reyez,,31/01/2025,185939,48,,FMLY / Island Records
71,DUCKIN',DUCKIN',Baby Kia,,31/01/2025,138016,31,,Artist Partner Group
72,Slow Your Roll,Slow Your Roll,Big Hit;Hit-Boy;Ty Dolla $ign,,31/01/2025,234285,4,"jazz rap,trap soul",Surf Club Inc.
73,Wanna Start A Band?,Wanna Start A Band?,Sleigh Bells,,28/01/2025,173786,12,,Mom+Pop
74,Fourth Street,Fourth Street,Dutch Interior,,27/01/2025,252360,0,,Fat Possum
75,Impact,Impact,Durand Bernarr,,28/01/2025,299270,31,"neo soul,alternative r&b",Durand Bernarr / DSING RECORDS
76,Weak,Weak,Preston Cooper,,31/01/2025,214873,42,,The Valory Music Co.
77,Devil's Music,Devil’s Music,Chaparelle;Zella Day;Jesse Woods,,31/01/2025,127149,10,,Mom+Pop
78,rhythm of love,rhythm of love,Jordan Frye,,31/01/2025,143763,13,christian pop,Lauretta Records
79,TEMPO,TEMPO,Tommy Genesis;Kito,,31/01/2025,194211,33,,"Ultra Records, LLC"
80,Enter The Dragon,Enter The Dragon / TEKTIME,Lancey Foux;BNYX®,,31/01/2025,111428,49,"rage rap,alté",Human Re Sources/RCA Records
81,SWEET (feat. Biig Piig),SWEET (feat. Biig Piig),MØ;Biig Piig,,28/01/2025,176098,34,,Chess Club/RCA Victor
82,Diamante,Diamante,TIMØ;Cardellino,,31/01/2025,156467,41,"colombian pop,latin r&b",Universal Music Latino
83,Beautiful Scars (feat. OBanga),Beautiful Scars (feat. OBanga),Will Smith;Big Sean;OBanga,,30/01/2025,226031,30,,SLANG X Influence
84,Cry,Cry,Lee Brice,,31/01/2025,199320,44,"country,acoustic country",Curb Records
85,Don't Leave,Don't Leave,Cheat Codes,,31/01/2025,147595,37,,Cheat Codes LLC
86,LAST ONE ALIVE'!,BLACK’!ANTIQUE,Pink Siifu,,27/01/2025,236491,24,experimental hip hop,Dynamite Hill
87,Puni Police,Puni Police,Shenseea;Di Genius,,29/01/2025,164764,49,"dancehall,soca,afrobeats,ragga",Di Genius Production
88,La Carretera,La Carretera,Pedro Capó,,30/01/2025,195470,26,"latin pop,latin",Sony Music Latin
89,Missing,Missing,Will Gittens,,31/01/2025,174506,21,,JB Entertainment LLC
90,Til I Don't,Where to Start,Sacha,,31/01/2025,170397,23,,Sony Music Canada
91,Breakdown,Lefty,Penny and Sparrow,,31/01/2025,153974,30,,I Love You
92,Shadowboxing,Shadowboxing,Tom Grennan,,31/01/2025,172952,38,,Insanity Records
93,No Service,No Service,Dess Dior,,31/01/2025,124800,27,afrobeats,Big Dess Entertainment under exclusive license to UnitedMasters LLC
94,FRENCH TIPS,ESPERA,French Police,,31/01/2025,147796,48,"darkwave,post-punk,cold wave,gothic rock,deathrock",FRENCH POLICE
95,Chaak,Chaak,Emmanuel Jal;Bun Xapa,,30/01/2025,261281,35,"afro house,afro tech,tribal house,3 step",Higher Ground
96,Eden,The Awakening,Iniko,,31/01/2025,207466,38,,Columbia
97,Magnolia,Magnolia,Deafheaven,,27/01/2025,254500,30,"black metal,shoegaze,post-rock",Roadrunner Records
98,bastard,bastard,Joy Orbison;Joe James,,30/01/2025,136157,39,"uk garage,grime",XL Recordings
99,Second Wind,Second Wind,Daniel Seavey,,31/01/2025,169000,36,,Atlantic Records
100,i could be your hands,i could be your hands,Emile Mosseri,,28/01/2025,237217,17,,Greedy Heart Records
