Track Name,Album Name,Artist Name(s),English Name Signals?,Release Date,Duration (ms),Popularity,Genres,Record Label,,,,,,,,,,,,
Darlin' (feat. Sean Paul & Brodie),Darlin' (feat. Sean Paul & Brodie),Luude;Sean Paul;Brodie,,31/07/2025,154532,55,"drum and bass,dancehall,liquid funk",Warner Records,,,,,,,,,,,,
Accessories (feat. Peso Peso),Accessories (feat. Peso Peso),That Mexican OT;Peso Peso,,01/08/2025,180465,42,mexican hip hop,Manifest/GoodTalk/Good Money Global/Capitol Records,,,,,,,,,,,,
See The World (feat. BossMan Dlow),See The World (feat. BossMan Dlow),Buddah Bless;Big Sean;2 Chainz;BossMan Dlow,,30/07/2025,223500,41,"southern hip hop,rap",Human Re Sources,,,,,,,,,,,,
ENEMY,ENEMY,TWICE,,30/07/2025,161949,55,k-pop,WM Japan,,,,,,,,,,,,
forever [Feat. I DONT KNOW HOW BUT THEY FOUND ME],june,DE'WAYNE;I DONT KNOW HOW BUT THEY FOUND ME,,30/07/2025,184666,34,,Fearless Records,,,,,,,,,,,,
Seasalt & Teardrops,Seasalt & Teardrops,horsegiirL,,01/08/2025,178071,44,,Three Six Zero Recordings,,,,,,,,,,,,
Never Notice,Never Notice,Yana,,30/07/2025,238466,48,,Yana,,,,,,,,,,,,
flower,flower,yung kai,,01/08/2025,148495,48,,BMG Rights Management (US) LLC,,,,,,,,,,,,
Blame It On You,Blame It On You,Daniel Seavey,,01/08/2025,161000,54,,Atlantic Records,,,,,,,,,,,,
Somethin,Somethin,Miles Caton,,31/07/2025,196500,52,southern gothic,Miles Caton,,,,,,,,,,,,
Cloud And Fire,Cloud And Fire,Josiah Queen,,29/07/2025,177950,48,"christian folk,christian,worship,christian pop,christian country",F&L Music Group,,,,,,,,,,,,
Worth Your Wild,Worth Your Wild,Russell Dickerson,,01/08/2025,169472,22,"country,pop country",Triple Tigers,,,,,,,,,,,,
running,D R E A M S I C L E (deluxe),Maren Morris,,01/08/2025,230558,42,country,Columbia,,,,,,,,,,,,
Personally,Personally,Kamran Khan;The Japanese House,,30/07/2025,238250,44,,Failure & Fantasy,,,,,,,,,,,,
For the win,I AM SUMMER,Chef Boy,,01/08/2025,154880,22,,Situation 3,,,,,,,,,,,,
I Do Too (feat. STAR BANDZ),I Do Too (feat. STAR BANDZ),Rockout Danny;RJ Pasin;STAR BANDZ,,01/08/2025,110700,35,phonk,P2025,,,,,,,,,,,,
ALIVE,CEDAR'S TAPE,greek,,01/08/2025,189339,46,,greek,,,,,,,,,,,,
First Love,First Love,Will Linley,,01/08/2025,221786,30,,Island Records,,,,,,,,,,,,
"Rabbit Run - From the ""Caught Stealing"" Original Motion Picture Soundtrack","Rabbit Run (From the ""Caught Stealing"" Original Motion Picture Soundtrack)",IDLES;Caught Stealing Movie,,01/08/2025,226266,15,"post-punk,punk,noise rock",Mushroom Music,,,,,,,,,,,,
SMYLM,SMYLM,J. Worra,,01/08/2025,187200,41,"house,tech house",Major Recordings/Warner Records,,,,,,,,,,,,
Higher,The Starrr Of The Queen Of Life,DEBBY FRIDAY,,01/08/2025,173355,22,,Sub Pop Records,,,,,,,,,,,,
Summerinlove,Summerinlove,Parcels,,01/08/2025,271047,50,indie soul,PARCELS MUSIC,,,,,,,,,,,,
OK.,OK.,ROBI,,31/07/2025,156794,46,urbano latino,Interscope Records,,,,,,,,,,,,
Big Ben,Big Ben,Rio Da Yung Og,,01/08/2025,148800,34,,M I N E Entertainment / EMPIRE,,,,,,,,,,,,
Se7enteen5ive,Se7enteen5ive,Conway the Machine,,01/08/2025,181831,35,"boom bap,east coast hip hop",Drumwork Music Group LLC,,,,,,,,,,,,
sunday morning,sunday morning,Henry Moodie,,01/08/2025,140085,51,,Robots & Humans/Columbia,,,,,,,,,,,,
LONELY AVENUE (feat. Randy Newman),LONELY AVENUE,Jon Batiste;Randy Newman,,01/08/2025,220645,33,,Verve,,,,,,,,,,,,
Cotton Candy Blvd,Cotton Candy Blvd,India Shawn;Lucky Daye,,01/08/2025,192194,46,alternative r&b,VANTA Music/VANTA Records,,,,,,,,,,,,
Puff of Smoke,Puff of Smoke,The Wood Brothers,,01/08/2025,221100,37,"bluegrass,newgrass,americana,folk",Honey Jar Records,,,,,,,,,,,,
Live Without (feat. Maddie & Tae),Live Without (feat. Maddie & Tae),Colbie Caillat;Maddie & Tae,,01/08/2025,192684,48,country,Blue Jean Baby Records,,,,,,,,,,,,
Off Broadway,West of Broadway,Rachael & Vilray;Stephen Colbert,,01/08/2025,202827,29,"jazz pop,vocal jazz",Concord Jazz,,,,,,,,,,,,
Falling For The Feeling,Falling For The Feeling,Hether,,01/08/2025,241688,39,bedroom pop,R&R Digital,,,,,,,,,,,,
Love Like This,Love Like This,Fujii Kaze,,01/08/2025,260778,60,j-pop,Universal Music LLC,,,,,,,,,,,,
VICE CITY,Homixide Lifestyle 2,Homixide Gang,,01/08/2025,198333,44,rage rap,Opium/Interscope,,,,,,,,,,,,
"Love, Bomb",Panda,Ley Soul,,01/08/2025,200997,43,,Ley Soul,,,,,,,,,,,,
iwannaliveinadream,iwannaliveinadream,Alison Wonderland,,01/08/2025,165506,41,"edm trap,future bass,edm",EMI Recorded Music Australia Pty Ltd,,,,,,,,,,,,
Baddiez,Baddiez,Swank Mami,,30/07/2025,163000,40,jersey club,Honeymoon,,,,,,,,,,,,
ME ME ME,ME ME ME,MEOVV,,29/07/2025,167767,56,k-pop,Universal Music LLC,,,,,,,,,,,,
Bien Pedos,Bien Pedos,Xavi;Kapo,,31/07/2025,147458,67,"corridos tumbados,corrido,corridos bélicos,sad sierreño,música mexicana,banda,sierreño,latin afrobeats",Interscope Records,,,,,,,,,,,,
On The Low,On The Low,Tiwa Savage;Skepta,,29/07/2025,150783,49,"afrobeats,afrobeat,afropop,azonto,afropiano,afro r&b,hiplife,afroswing,grime,uk grime",Everything Savage / EMPIRE,,,,,,,,,,,,
Fight For A Girl,Wild Horses,Chris Janson,,01/08/2025,162360,33,country,Harpeth 60 Records/Warner Records Nashville,,,,,,,,,,,,
'Til The Road Runs Out,God Story,Anne Wilson,,01/08/2025,174100,38,"christian country,christian,worship,ccm",Sparrow (SPR),,,,,,,,,,,,
coming around,coming around,fliss,,30/07/2025,222840,51,,fliss / FAE,,,,,,,,,,,,
WHAT IS FOREVER FOR,WHAT IS FOREVER FOR,Frost Children,,30/07/2025,184067,12,"hyperpop,electroclash",Dirty Hit,,,,,,,,,,,,
Whiskey Told Ya,Strange Hours,Eli Young Band;Corey Kent,,01/08/2025,174794,38,"country,texas country,red dirt,acoustic country",UnLevel Records,,,,,,,,,,,,
Blindsided,Blindsided,Arabian,,01/08/2025,193358,24,,Hitmaker Distro,,,,,,,,,,,,
Chevron,WOW!,BETWEEN FRIENDS,,01/08/2025,129020,46,,10K Projects,,,,,,,,,,,,
Eliminator,Eliminator,I See Stars,,30/07/2025,209000,14,"metalcore,post-hardcore,screamo,deathstep",Sumerian Records,,,,,,,,,,,,
Better Believe It,Better Believe It,Carla Geneve,,30/07/2025,142892,25,,Dot Dash Recordings,,,,,,,,,,,,
All Hearts Beat,All Hearts Beat,Avangart Tabldot;Tripolism,,01/08/2025,341897,38,"afro house,melodic house,indie dance",Crib Records,,,,,,,,,,,,
The Interview,The Interview,Anna Bates,,01/08/2025,124360,29,,Westinghouse Records,,,,,,,,,,,,
