Track Name,Album Name,Artist Name(s),English Name Signals?,Release Date,Duration (ms),Popularity,Genres,Record Label,,,,,,,,,,,,
Hold Me Down,Hold Me Down,Stormzy,,07/05/2025,211187,47,"grime,uk grime,uk drill",0207 Def Jam,,,,,,,,,,,,
Wassam (feat. NLE Choppa),One of a Kind,BAK Jay;NLE Choppa,,08/05/2025,188201,44,chicago drill,10K Projects,,,,,,,,,,,,
Money Habits (Bonus),Glockaveli: The Don,Key Glock,,05/05/2025,181793,50,,Key Glock,,,,,,,,,,,,
Sarahtonin,Happy To Be Here,Dexter and The Moonrocks,,07/05/2025,163115,53,,Severance Records / Big Loud Rock,,,,,,,,,,,,
Max Potential,Max Potential,Nourished by Time,,07/05/2025,232546,32,,XL Recordings,,,,,,,,,,,,
Supreme,Redención,Los Dareyes De La Sierra;Peso Pluma,,08/05/2025,169317,66,"corrido,corridos bélicos,corridos tumbados,sierreño,electro corridos,dembow belico,banda,música mexicana,sad sierreño",Double P Records,,,,,,,,,,,,
Small Town Girls,About A Woman (From A Small Town),Thomas Rhett;Tucker Wetmore,,09/05/2025,150218,26,"country,acoustic country,pop country",The Valory Music Co.,,,,,,,,,,,,
Did It Anyway,Cadillac Sessions,ERNEST,,07/05/2025,196520,55,country,DeVille Records/Big Loud Records,,,,,,,,,,,,
spelling bee,he's still just not that into you!,Amelia Moore;Teezo Touchdown,,09/05/2025,184200,46,,Amelia Moore Republic,,,,,,,,,,,,
Rock N Roll,Rock N Roll,Luh Tyler,,09/05/2025,127812,29,,Motion Music/Atlantic,,,,,,,,,,,,
Take Her Down,Take Her Down,Big Boogie,,09/05/2025,195265,59,,CMG,,,,,,,,,,,,
UPTOWN BIRDS,UPTOWN BIRDS,Odetari,,07/05/2025,98461,49,"hyperpop,nightcore","APG, Inc. - Odetari II",,,,,,,,,,,,
Telepathy,Telepathy,Rezz;Chuurch,,08/05/2025,224176,34,"edm,dubstep",HypnoVizion Records Inc.,,,,,,,,,,,,
See U Tonight,B.O.Y.,Kylie Cantrall;ILLIT,,07/05/2025,130443,53,k-pop,Artist Partner Group,,,,,,,,,,,,
The Spirit,Tall Tales,Mark Pritchard;Thom Yorke,,09/05/2025,295677,37,idm,Warp Records,,,,,,,,,,,,
bluffing in the snow,7 piano sketches,André 3000,,05/05/2025,178620,32,,Epic,,,,,,,,,,,,
table for two,table for two,aron!,,09/05/2025,111319,55,,Aron!,,,,,,,,,,,,
Hikikomori,JVC,Jack Van Cleaf,,09/05/2025,209823,27,,Dualtone Music Group,,,,,,,,,,,,
¿Trato Hecho?,PREGUNTAS A LAS 11:11,Ela Taubert,,09/05/2025,180949,53,colombian pop,Universal Music Latino / Art House,,,,,,,,,,,,
What I Gotta Do,What I Gotta Do,Dylan Sinclair,,09/05/2025,96048,45,indie r&b,Five Stone Records,,,,,,,,,,,,
Norbit,Norbit,Bas;The Hics;Ab-Soul,,06/05/2025,194072,37,,FIENDS,,,,,,,,,,,,
Delusional,Lifetime,Erika de Casier,,08/05/2025,147413,55,alternative r&b,Independent Jeep Music,,,,,,,,,,,,
Mausoleum,Mausoleum,Provoker,,09/05/2025,155386,33,"darkwave,lo-fi indie,post-punk,cold wave",YEAR0001,,,,,,,,,,,,
Looking Back,Looking Back,Lord Huron,,09/05/2025,235015,48,,Mercury Records/Lord Huron,,,,,,,,,,,,
Good Shit,Good Shit,KILIMANJARO;LEILAH,,09/05/2025,223409,39,"afro house,uk garage",PLG - Capitol,,,,,,,,,,,,
Sugar Free Venom feat. Kesha,SEQUENCE 01,f5ve;Kesha,,05/05/2025,168157,48,j-pop,LDH Records,,,,,,,,,,,,
No Scrub,No Scrub,Anycia,,09/05/2025,145653,22,sexy drill,Anycia under exclusive license to UnitedMasters LLC,,,,,,,,,,,,
One More,Hope She Hears This,Nippa,,09/05/2025,128421,50,"uk r&b,sexy drill",Spacebound,,,,,,,,,,,,
That Girl (feat. Saweetie),That Girl (feat. Saweetie),Paul Russell;Saweetie,,09/05/2025,147386,34,,Arista Records,,,,,,,,,,,,
Inland Ocean,Inland Ocean,Matt Berninger,,07/05/2025,294026,31,,Concord Records,,,,,,,,,,,,
Amiss,Amiss,waterbaby,,08/05/2025,228960,26,,Sub Pop Records,,,,,,,,,,,,
Chainsmokin Memories,Chainsmokin Memories,Thelma & James,,09/05/2025,177967,38,,Big Loud Records,,,,,,,,,,,,
Bloodline,MIXED EMOTIONS,KALEO,,09/05/2025,191482,54,,Atlantic Records,,,,,,,,,,,,
If I Didn't Know Better (From the Vault),If I Didn't Know Better (From the Vault),The Civil Wars,,08/05/2025,183774,36,southern gothic,Sensibility Recordings,,,,,,,,,,,,
SEOUL BROTHER,SEOUL BROTHER,nobigdyl.;Kato On The Track,,09/05/2025,129947,30,"christian hip hop,christian,gospel r&b",indie tribe.,,,,,,,,,,,,
A.T.L.A.N.T.A,A.T.L.A.N.T.A,BunnaB,,05/05/2025,120278,29,,Artist Partner Group,,,,,,,,,,,,
Marseille,Marseille,Catching Flies,,07/05/2025,145250,40,downtempo,Indigo Soul,,,,,,,,,,,,
Me Está Doliendo,Me Está Doliendo,Carín León;Alejandro Fernández,,08/05/2025,202941,69,"banda,norteño,sierreño,corrido,ranchera,grupera,sad sierreño,mariachi,latin pop,bolero","Socios Music, LLC",,,,,,,,,,,,
Mr. Blue Jeans,Mr. Blue Jeans,ROSIE,,09/05/2025,201643,22,,Arista Records,,,,,,,,,,,,
Haiku,Haiku,Jenevieve,,09/05/2025,212618,43,alternative r&b,Interscope Records,,,,,,,,,,,,
Blue,Blue,Galdive,,09/05/2025,220945,31,"indonesian r&b,indonesian indie",Mom+Pop,,,,,,,,,,,,
I Can’t Escape Myself,I Can't Escape Myself,The Dare,,09/05/2025,228684,0,electroclash,The Dare,,,,,,,,,,,,
Big Sky,Big Sky,Parker McCollum,,07/05/2025,167386,49,"texas country,red dirt,country",MCA Nashville,,,,,,,,,,,,
Young & Dumb (feat. Simple Plan),Young & Dumb (feat. Simple Plan),Avril Lavigne;Simple Plan,,09/05/2025,166776,60,"pop punk,punk,emo",Big Noise Music Group,,,,,,,,,,,,
Mas Plata (feat. Real Slummy),Migo In America,BashfortheWorld;Real Slummy,,05/05/2025,216095,53,,BASHFORTHEWORLDLLC,,,,,,,,,,,,
A-Lister,A-Lister,Romy Mars,,09/05/2025,205533,55,,Practice Records,,,,,,,,,,,,
Castle,Castle,Haven Madison,,09/05/2025,191219,34,,BMG Rights Management (US) LLC,,,,,,,,,,,,
Sue me,Sue me,Audrey Hobert,,09/05/2025,170322,28,,Audrey Hobert/RCA Records,,,,,,,,,,,,
Wake Me Up,21st Century Fiction,The Amazons,,09/05/2025,320523,41,,Nettwerk Music Group,,,,,,,,,,,,
CRACKS IN THE CEILING,Can't Get Right,Lefty Gunplay;JasonMartin,,09/05/2025,143241,26,"mexican hip hop,hyphy,west coast hip hop",OTR Records / 50million / Futuristic Music Group / EMPIRE,,,,,,,,,,,,
Mistakes,Mistakes / Fairview Feeling,Caamp,,09/05/2025,198600,32,"indie folk,folk",Mom+Pop,,,,,,,,,,,,
Honky Tonk Hell,Honky Tonk Hell,Marcus King;The Marcus King Band,,09/05/2025,195732,48,"modern blues,blues rock,southern rock,blues,jam band",American Recordings / Republic Records,,,,,,,,,,,,
The Hearse,The Hearse,Lydia Night,,09/05/2025,175587,30,,Warner Records,,,,,,,,,,,,
Hallelujah (I Don't Think About You),Dawn of a Misfit,Kevin Olusola,,09/05/2025,175244,55,,Masterworks,,,,,,,,,,,,
RAMEN PARA DOS,RAMEN PARA DOS,Maria Becerra;Paulo Londra;XROSS,,08/05/2025,231999,70,"argentine trap,trap latino,reggaeton",WEA Latina,,,,,,,,,,,,
Silver Ford,Devotion,Sunday (1994),,09/05/2025,236315,32,bedroom pop,Arista Records,,,,,,,,,,,,
