Track Name,Album Name,Artist Name(s),English Name Signals?,Release Date,Duration (ms),Popularity,Genres,Record Label,,,,,,,,,,,,
Julia's War,Julia's War,Hotline TNT,,08/04/2025,183046,0,shoegaze,Third Man Records,,,,,,,,,,,,
Trailers after dark,Trailers after dark,Finn Wolfhard,,11/04/2025,198168,47,,Night Shift Productions Inc.,,,,,,,,,,,,
Sweetie,Sweetie,Kokoroko,,10/04/2025,244049,46,,Brownswood Recordings,,,,,,,,,,,,
Drive,Drive,Caamp,,08/04/2025,207933,27,"indie folk,folk",Mom+Pop,,,,,,,,,,,,
Favorite Country Song,COUNTRY!,HARDY,,11/04/2025,193248,61,"country,country rock",Big Loud Records,,,,,,,,,,,,
Worst Of Me,Worst Of Me,Cynthia Erivo,,11/04/2025,207500,36,musicals,Verve / Republic Records,,,,,,,,,,,,
Weightless,Weightless,Martin Garrix;Arijit Singh,,11/04/2025,222701,54,"edm,electronica,progressive house,hindi pop,bollywood,desi,bangla pop",STMPD RCRDS,,,,,,,,,,,,
Speed It Up,Speed It Up,Sturdyyoungin;Ohthatsmizz,,11/04/2025,112731,12,"jersey club,philly club,sexy drill",broke,,,,,,,,,,,,
I Look Like,I Look Like,Big Boss Vette,,11/04/2025,206321,27,,Amigo Records,,,,,,,,,,,,
A baby girl named Heaven,A baby girl named Heaven,Sam Austins,,11/04/2025,141768,31,,Atlantic Records,,,,,,,,,,,,
EN LA CITY,EN LA CITY,Trueno;Young Miko,,10/04/2025,176151,60,"argentine trap,trap latino",Sony Music Latin,,,,,,,,,,,,
Bubble Pop,Album of the Year #1 Funkateer,Bootsy Collins;Ice Cube;Fantaazma;Brother Nature,,11/04/2025,228626,18,"funk,old school hip hop,gangster rap,west coast hip hop,g-funk,hip hop",Bootzilla Records,,,,,,,,,,,,
Cue the sun,Lucro sucio; Los ojos del vacio,The Mars Volta,,11/04/2025,136718,36,"progressive rock,progressive metal,art rock",Clouds Hill,,,,,,,,,,,,
Through My System,Through My System,it's murph;Arlo;Emi Grace,,11/04/2025,200051,57,"stutter house,house,uk garage,rally house",Sonic Café,,,,,,,,,,,,
If It Was Up To Me,Walk Through Fire,Ben Fuller;Carrie Underwood,,06/06/2025,194264,46,"christian country,christian,worship,christian folk,ccm,country",Essential Records,,,,,,,,,,,,
danny don't,danny don't,Avery Anna,,11/04/2025,231226,33,,Warner Records Nashville,,,,,,,,,,,,
Sanctuary,Sanctuary,Hardwell,,11/04/2025,216888,49,"big room,edm,progressive house,electronica",Revealed Recordings,,,,,,,,,,,,
Disgusted,Disgusted,Lola Brooke,,11/04/2025,136920,20,,Arista Records,,,,,,,,,,,,
don't let me go,don't let me go,Jewel Owusu,,10/04/2025,155862,29,,Jewel Owusu,,,,,,,,,,,,
Rain,Rain,Sunday (1994),,11/04/2025,260625,40,bedroom pop,Arista Records,,,,,,,,,,,,
Endless Tree,Endless Tree,Valerie June,,08/04/2025,233573,19,"folk,americana",Concord Records,,,,,,,,,,,,
Year of the Snake,Year of the Snake,Arcade Fire,,08/04/2025,310266,42,"indie rock,baroque pop",Columbia,,,,,,,,,,,,
BLIND,BLIND,EJ Ross;Jay Versace,,11/04/2025,182694,47,,EJ Ross & JAY VERSACE 2025,,,,,,,,,,,,
2010,TYTANIUM 2,Ty Brasel,,11/04/2025,153333,30,"christian hip hop,gospel r&b,christian",Ty Brasel Music / RMG Amplify,,,,,,,,,,,,
Amé,Amé,Christian Nodal,,11/04/2025,206410,62,"banda,ranchera,mariachi,norteño,música mexicana,grupera","Producciones Ladon, S.A de C.V./Sony Music México",,,,,,,,,,,,
Time of Your Life,Time of Your Life,Bob Moses,,10/04/2025,149799,46,,Bob Moses,,,,,,,,,,,,
Lost In Time,GET BENT!,DoFlame,,10/04/2025,172648,23,,Blue Grape Music Inc.,,,,,,,,,,,,
Aerial Troubles,Aerial Troubles,Stereolab,,08/04/2025,200516,33,"art pop,krautrock,post-rock,neo-psychedelic",Duophonic UHF Disks / Warp Records,,,,,,,,,,,,
BLK ZMBY,BLK ZMBY,billy woods;Steel Tipped Dove,,11/04/2025,133746,18,"experimental hip hop,alternative hip hop,east coast hip hop,underground hip hop",Backwoodz Studioz,,,,,,,,,,,,
Purple Rose,Purple Rose,Mergui,,11/04/2025,188058,19,mizrahi,Saban Music Partners,,,,,,,,,,,,
Alice at Magic,MeloManiac,k3,,11/04/2025,139743,33,,G7 Projects,,,,,,,,,,,,
Shapeshift,Shapeshift,HAAi;KAM-BU,,09/04/2025,290250,24,"stutter house,uk garage",Mute,,,,,,,,,,,,
Waterfall,Waterfall,Elderbrook;Ahmed Spins,,09/04/2025,264614,53,"afro house,melodic house",Mine Recordings,,,,,,,,,,,,
Grudge,Grudge,Carter Faith,,11/04/2025,195810,42,,UMG Nashville,,,,,,,,,,,,
Meant to Be Friends,... And What Was Left Behind,Muscadine Bloodline,,11/04/2025,183485,42,"country,red dirt,texas country","Stancaster Music, LLC",,,,,,,,,,,,
Evangelic Girl is a Gun,Evangelic Girl is a Gun,yeule,,08/04/2025,183062,38,art pop,Ninja Tune,,,,,,,,,,,,
Baby,Baby,Sech;Omar Courtz,,10/04/2025,201290,65,"reggaeton,urbano latino",Rimas Entertainment LLC.,,,,,,,,,,,,
Syd Sweeney,Syd Sweeney,Smut,,08/04/2025,278293,16,,Bayonet Records,,,,,,,,,,,,
waltz,waltz,Esha Tewari,,10/04/2025,163265,49,,Esha Tewari,,,,,,,,,,,,
Catch 22,Catch 22,Ingrid Andress,,11/04/2025,197564,39,country,Warner Records Nashville/Atlantic,,,,,,,,,,,,
Lunch,Shirt Expansion Pack,Porches,,08/04/2025,129371,19,,Domino Recording Co,,,,,,,,,,,,
St. Helens Alpenglow,St. Helens Alpenglow,Max McNown,,11/04/2025,246882,51,,Fugitive Recordings,,,,,,,,,,,,
Call It Easy - Edit,Call It Easy,Racing Mount Pleasant,,09/04/2025,264508,0,art rock,R&R Digital,,,,,,,,,,,,
Stop Now,Stop Now,Carlita,,11/04/2025,288019,18,melodic house,fabric Records,,,,,,,,,,,,
Set In Stone,Set In Stone,Zillionaire Doe,,10/04/2025,227027,30,,Collective Music Group,,,,,,,,,,,,
Double D's,Double D’s,Baby Osamaa,,11/04/2025,128000,13,sexy drill,Tank Girl Records / Cavity,,,,,,,,,,,,
FREAKY (JUST MY TYPE),WITH A VENGEANCE,SHERELLE;George Riley,,09/04/2025,253500,35,"jungle,breakcore,breakbeat,footwork,indie r&b","Method 808 x WAV, distributed by gamma.",,,,,,,,,,,,
Party,Party,Teen Mortgage,,06/03/2025,122962,17,"egg punk,punk,garage rock",Roadrunner Records,,,,,,,,,,,,
Jennifer's Body,Jennifer's Body,Julia Wolf,,11/04/2025,152571,38,,girls in purgatory,,,,,,,,,,,,
el sur,el sur,Çantamarta;Tony Grox,,08/04/2025,160695,44,"flamenco urbano,flamenco",Rimas Entertainment Europa,,,,,,,,,,,,
Good For Nothing,Good For Nothing,Cory Asbury,,11/04/2025,208226,39,"worship,christian,ccm",BEC Recordings,,,,,,,,,,,,
