Rank,Track Name,Album Name,Artist Name(s),English Name Signals?,Release Date,Duration (ms),Popularity,Genres,Record Label
67,Woes of The World,Woes of The World,Saba;No ID,,04/02/2025,211240,32,,"From The Private Collection, LLP"
68,Emotions,Emotions,Jordan Hawkins,,05/02/2025,207046,23,alternative r&b,Third & Hayden Recordings
69,you're a liar (you love me),you're a liar (you love me),Cil,,07/02/2025,174903,46,,Warner Records
70,Lucky U,Lucky U,TOKiMONSTA;Gavin Turek,,07/02/2025,170567,26,nu disco,Young Art Records
71,I Know What Everyone Says About Me,I Feel Different Every Day,chlothegod,,07/02/2025,210866,22,,EQT Recordings
72,Tunnel Vision,Tunnel Vision,Beach Bunny,,07/02/2025,163700,36,,Beach Bunny Music LLC
73,THEY!,THEY!,corook,,07/02/2025,200000,25,,Atlantic Records
74,Stranger,Stranger,Ken Pomeroy,,07/02/2025,205536,17,,Rounder
75,Do Ya,Do Ya (From the Paramount+ Original Series Landman),Belle Frantz,,07/02/2025,219170,42,,UMG Nashville
76,ATTITUDE,IVE EMPATHY,IVE,,03/02/2025,194733,62,k-pop,Sony Music Labels Inc.
77,Damage,Damage,Virtual Riot;DJ DIESEL;Shaquille O'Neal,,03/02/2025,195200,40,"dubstep,riddim,deathstep,bass music,future bass,edm,drumstep,dub",Monstercat
78,Death of Me,Death of Me,Amira Elfeky,,07/02/2025,191614,60,shoegaze,Anemoia/Atlantic
79,S.U,S.U,IDK;Denzel Curry,,07/02/2025,169251,37,,.idk.
80,Long Live J Dilla (feat. Westside Gunn & Busta Rhymes),Long Live J Dilla (feat. Westside Gunn & Busta Rhymes),Karriem Riggins;Westside Gunn;Busta Rhymes,,07/02/2025,194040,31,"boom bap,alternative hip hop,jazz rap,experimental hip hop,east coast hip hop",Stones Throw Records
81,We Still Believe (HLY FOREVER) (feat. One Church Music),We Still Believe (HLY FOREVER) (feat. One Church Music),KB;Ryan Ofei;One Church Music,,07/02/2025,171822,52,"christian hip hop,christian,christian pop,gospel r&b,afrogospel,gospel,worship",HGA/Essential Sound
82,Human Kind,The Light Behind the Sun,AHI,,07/02/2025,220930,21,folk pop,22ND SENTRY
83,GREY,REMEMBER WHEN,Jordyn Simone;TA Thomas,,07/02/2025,135647,22,neo soul,Boom.Records
84,If Only With You,If Only With You,Rocco,,07/02/2025,194388,42,,BMG Rights Management (US) LLC
85,Brushcutter,Brushcutter,DJ Koze;Marley Waters,,07/02/2025,271939,30,latin r&b,Pampa Records
86,walk em down,walk em down,k3;Benji Blue Bills,,05/02/2025,168701,38,,G7 Projects
87,Putita Boutique,Putita Boutique (feat. TAICHU),Isabella Lovestory;TAICHU,,07/02/2025,141077,26,"neoperreo,argentine trap",Giant Music
88,Ya No Comparto,Natti Natasha en Amargue,NATTI NATASHA;Ozuna,,07/02/2025,199227,44,"reggaeton,latin,urbano latino,bachata,trap latino",Sony Music Latin
89,How I Love You,Songs I Cry 2,Saint clara,,07/02/2025,192818,42,dansk pop,Universal Music A/S
90,We're Not The Same,We're Not The Same,Bea and her Business,,07/02/2025,196814,41,,Warner Records
91,The Edge,The Edge,The American Dawn,,07/02/2025,278000,55,,DAWN RECORDS
92,Armani Section,Armani Section,DJ Premier;Roc Marciano,,07/02/2025,180731,31,"east coast hip hop,boom bap,underground hip hop",TTT
93,I'll Be OK,Michigander,Michigander,,07/02/2025,202445,37,,Totally Normal Records
94,oxygen,oxygen,gio.;Dell Mac,,07/02/2025,173023,54,"christian hip hop,christian pop,christian,gospel r&b",Capitol CMG Label Group
95,Static,Static,Sleep Theory,,05/02/2025,209835,64,metalcore,Epitaph
96,FORGET YOU,FORGET YOU,Dutch Melrose,,07/02/2025,153636,62,dark r&b,MADKID RECORDS
97,Die For It,Die For It,Ryan Hurd,,07/02/2025,204286,29,country,Big Machine Records
98,hug me,hug me,snake eyes;Pabst,,06/02/2025,120558,15,,Alcopop!
99,Omorfo Mou,Omorfo Mou,Σtella,,05/02/2025,167516,0,,Sub Pop Records
100,oxy,oxy,Slayter;Cris MJ,,05/02/2025,162500,57,"trap latino,reggaeton chileno,chilean trap,chilean mambo,reggaeton",SONAR LLC.
