Track Name,Album Name,Artist Name(s),English Name Signals?,Release Date,Duration (ms),Popularity,Genres,Record Label,,,,,,,,,,,,
out of body,out of body,Khalid,,26/09/2025,175414,56,,"Right Hand Music Group, LLC/RCA Records",,,,,,,,,,,,
BB (with Blessd),BB (with Blessd),Dei V;Blessd,,25/09/2025,180000,58,"trap latino,urbano latino,reggaeton",Encore Recordings,,,,,,,,,,,,
Back To Michigan,Back To Michigan,Tee Grizzley,,26/09/2025,200080,44,,300 Entertainment,,,,,,,,,,,,
diva,diva,Mikayla Geier,,24/09/2025,159153,38,,Mikayla Geier,,,,,,,,,,,,
Love How It Feels,Love How It Feels,Elias Rønnenfelt,,24/09/2025,184970,44,,Escho,,,,,,,,,,,,
2022,2022,Maggie Lindemann;Julia Wolf,,26/09/2025,174981,48,,swixxzaudio,,,,,,,,,,,,
Hi!,Hi!,Madeon,,26/09/2025,142250,45,"edm,french house,electropop",Mom+Pop Music,,,,,,,,,,,,
The Boy,Through The Wall,Rochelle Jordan,,26/09/2025,214026,55,alternative r&b,Rochelle Jordan / EMPIRE,,,,,,,,,,,,
PIECES ON MY NECK. FT. 21 SAVAGE.,ALREADY LEGEND.,YFN Lucci;21 Savage,,26/09/2025,240651,66,,Already Legend/Think It's A Game Records,,,,,,,,,,,,
Sexy Soulaan,Sexy Soulaan,Monaleo,,26/09/2025,122000,49,,"Stomp Down, Inc.",,,,,,,,,,,,
Pvta Luna,Pvta Luna,Neton Vega,,26/09/2025,198058,87,"corrido,corridos tumbados,corridos bélicos,electro corridos,dembow belico",Josa Records (Neton Vega),,,,,,,,,,,,
She'll Dance For Whiskey - Landman - Songs From and Inspired by the Paramount+ Original Series (Volume I),She'll Dance For Whiskey [Landman - Songs From and Inspired by the Paramount+ Original Series (Volume I)],Parker McCollum,,26/09/2025,287400,45,"texas country,red dirt,country",MCA Nashville,,,,,,,,,,,,
Virgin Heartbreak,Virgin Heartbreak,Baby Nova,,26/09/2025,216396,44,,Artist Partner Group,,,,,,,,,,,,
Vogue,It All Makes Sense,Eric Bellinger;Brndn,,26/09/2025,192050,0,,All Wins Entertainment,,,,,,,,,,,,
I See How It Is,Eternal Youth,The Starting Line,,26/09/2025,152101,42,"pop punk,emo,punk",The Starting Line,,,,,,,,,,,,
Caught Up In the Past,Twilight Override,Jeff Tweedy,,26/09/2025,263040,44,"alt country,americana,singer-songwriter",Legacy Recordings,,,,,,,,,,,,
We Don't Leave the House,Y’all,glaive,,26/09/2025,145831,54,"hyperpop,glitch",broke,,,,,,,,,,,,
"leave it all behind, Mike",portals//polarities,Night Tapes,,26/09/2025,256481,46,"dream pop,lo-fi indie",Nettwerk Music Group,,,,,,,,,,,,
Toot Toot,Toot Toot,Tweet,,26/09/2025,226652,35,neo soul,SoNo Recording Group,,,,,,,,,,,,
Hide The Rest,STILL GHETTO,Peezy;Rick Ross,,26/09/2025,141023,40,southern hip hop,#Boyz Entertainment LLC / EMPIRE,,,,,,,,,,,,
Starburst,Starburst,Danny Brown,,23/09/2025,298891,40,"experimental hip hop,alternative hip hop",Warp Records,,,,,,,,,,,,
"Getting Paid ​(f​eat​. Asake, Wizkid, Skillibeng​)",Protect Sarz At All Costs,Sarz;Asake;Wizkid;Skillibeng,,25/09/2025,148550,74,"afrobeats,afrobeat,alté,afropop,afropiano,afro r&b,afro adura,amapiano,afroswing,azonto,dancehall",1789 under exclusive license to UnitedMasters LLC,,,,,,,,,,,,
Cloudy Eyes (Dance Tonight),Cloudy Eyes (Dance Tonight),Reznik;Jesse Boykins III;Keinemusik,,26/09/2025,264056,64,"afro house,melodic house,neo soul,alternative r&b,indie r&b,house,afro tech",VOD,,,,,,,,,,,,
Fleeting,Fleeting,Sarah Kinsley,,26/09/2025,219257,53,,Sarah Kinsley Verve Forecast,,,,,,,,,,,,
Girl Of Constant Sorrow,Girl Of Constant Sorrow,Avery Anna,,26/09/2025,179292,50,,Warner Records Nashville,,,,,,,,,,,,
The Shadows (feat. Noah Cyrus),Darling Blue,Marcus King;The Marcus King Band;Noah Cyrus,,26/09/2025,247050,44,"modern blues,blues rock,southern rock,blues,jam band",American Recordings / Republic Records,,,,,,,,,,,,
Straight Up (Needy),Straight Up (Needy),Meet Me @ The Altar,,26/09/2025,194273,35,"pop punk,queercore",Lab Records,,,,,,,,,,,,
Victory City,Kids Table,Bright Eyes,,26/09/2025,255026,35,indie folk,Dead Oceans,,,,,,,,,,,,
how do you dance?,"stay with the ocean, i'll find you",yung kai,,26/09/2025,201766,63,,BMG Rights Management (US) LLC,,,,,,,,,,,,
brown sugar,brown sugar,redveil;Smino,,25/09/2025,216749,44,"alternative hip hop,experimental hip hop",Fashionably Early Records LLC,,,,,,,,,,,,
U-Turn,U-Turn,Kaleb Cohen,,26/09/2025,206628,36,,Kaleb Cohen,,,,,,,,,,,,
kerosene,Plastic Wine,Strings & Heart,,26/09/2025,171181,46,"christian folk,christian pop,christian alternative rock,christian,worship",ReyVol Records / Heaven Music,,,,,,,,,,,,
Move feat. H.E.R.,Move feat. H.E.R.,Tiara Thomas;H.E.R.,,25/09/2025,207058,48,r&b,Tiara Thomas,,,,,,,,,,,,
When We Play,"Gods window, Pt. 1",Thakzin;Xolani Guitars,,26/09/2025,513893,44,"3 step,afro tech,afro house,amapiano,gqom,private school piano",Platoon,,,,,,,,,,,,
Please Don’t Go (feat. YoungBoy Never Broke Again),Please Don’t Go (feat. YoungBoy Never Broke Again),Toosii;YoungBoy Never Broke Again,,26/09/2025,210309,62,,South Coast Music Group/Capitol Records,,,,,,,,,,,,
Zodiac,Rave,Paul Dally,,26/09/2025,140480,30,,R&R Digital,,,,,,,,,,,,
Icarus,Whomp Whack Thunder,Whiskey Myers,,26/09/2025,260066,50,"red dirt,texas country,southern rock,outlaw country,country,country rock","Wiggy Thump Records, LLC",,,,,,,,,,,,
Freakshow,Only Slightly Empty,White Reaper,,26/09/2025,177816,42,garage rock,Blue Grape Music Inc.,,,,,,,,,,,,
EN LA DE ELLA,Ella,Zion;Bad Gyal,,24/09/2025,264000,60,"reggaeton,neoperreo",WEA Latina,,,,,,,,,,,,
Rusty Mountain,Rusty Mountain,Neko Case,,22/09/2025,209076,13,"alt country,southern gothic,americana",Anti/Epitaph,,,,,,,,,,,,
Sweeter,Finer Things,Clover County,,26/09/2025,214713,34,,Undercover Lover Records,,,,,,,,,,,,
Something Real,Something Real,Jaymin,,26/09/2025,156892,54,,Warner Records,,,,,,,,,,,,
Talk Of The Town,Talk Of The Town,Jenna Raine,,26/09/2025,185346,47,,Warner Records,,,,,,,,,,,,
Giving Up Air,Giving Up Air,The Temper Trap,,24/09/2025,287411,58,,Mushroom Music,,,,,,,,,,,,
Serious,Serious,Indigo De Souza;Mothé,,24/09/2025,151454,40,,Loma Vista Recordings,,,,,,,,,,,,
Arte Como Amante,Arte Como Amante,Indira Paganotto;Nile Rodgers,,26/09/2025,266853,44,"psytrance,techno,hard techno,acid techno",[PIAS] Électronique,,,,,,,,,,,,
20 BANDS 40 BANDS (feat. Babyfxce E),20 BANDS 40 BANDS (feat. Babyfxce E),NASAAN;Babyfxce E,,25/09/2025,142684,30,,Assemble Sound / Atlantic,,,,,,,,,,,,
Glass House,Glass House,Benji Blue Bills,,25/09/2025,116571,48,,P2025,,,,,,,,,,,,
jenny's,jenny's,WHATMORE,,26/09/2025,147583,39,,Alta Music Group,,,,,,,,,,,,
Mothers of Riches,Michelangelo Dying,Cate Le Bon,,26/09/2025,274443,40,art pop,Mexican Summer,,,,,,,,,,,,
this won't last forever,this won't last forever,joan,,25/09/2025,253000,38,,Photo Finish Records,,,,,,,,,,,,
tired of u,SPIRIT!,HUNNY,,26/09/2025,111053,28,indie pop,Epitaph,,,,,,,,,,,,
Bad Bad,Flight Risk,Karley Scott Collins,,26/09/2025,181193,41,,Sony Music Nashville,,,,,,,,,,,,
Find My Love,Find My Love,Samm Henshaw;Tori Kelly,,26/09/2025,221426,51,,Dorm Seven,,,,,,,,,,,,
UFO,UFO,UFOs;Braxe + Falcon;Phoenix;Alan Braxe;DJ Falcon,,23/09/2025,273971,54,"french house,disco house,indie",Smugglers Way,,,,,,,,,,,,
Meteorite,Shock Treatment,Caroline Kingsbury,,26/09/2025,213226,23,,music is fun,,,,,,,,,,,,
Dr Feel Right (feat. The Egyptian Lover & Rome Fortune),Dr Feel Right (feat. The Egyptian Lover & Rome Fortune),Josh Baker;The Egyptian Lover;Rome Fortune,,26/09/2025,146953,63,"house,miami bass,old school hip hop,electro",Three Six Zero Recordings,,,,,,,,,,,,
Mafioso,All of Me,Jdot Breezy,,26/09/2025,308840,26,,Hitmaker Music Group / 10K Projects,,,,,,,,,,,,
CRIPTONITA,CRIPTONITA,Tito Double P,,25/09/2025,208521,77,"corrido,corridos tumbados,corridos bélicos,electro corridos,dembow belico,música mexicana",Double P Records,,,,,,,,,,,,
I Want You Gone,Consider It!,Cole Davis;Bon Iver,,26/09/2025,254148,34,,Totally Gross National Product,,,,,,,,,,,,
First Original Thought,First Original Thought,Alessi Rose,,26/09/2025,170766,56,,Capitol Records,,,,,,,,,,,,
Tanana,Tanana / Mush,Portugal. The Man,,24/09/2025,199181,48,,KNIK,,,,,,,,,,,,
I'm Not Going Anywhere,I'm Not Going Anywhere,Morgana,,23/09/2025,246469,42,,Morgana,,,,,,,,,,,,
Rocket Scientist,Perrie,Perrie,,26/09/2025,207275,46,,Columbia,,,,,,,,,,,,
Niño,La Vida Era Más Corta,Milo j,,25/09/2025,210533,84,argentine trap,Sony Music Latin,,,,,,,,,,,,
think of u,think of u,Cucina Sonora;Pentola,,24/09/2025,238309,30,experimental jazz,Duskey Records,,,,,,,,,,,,
