Track Name,Album Name,Artist Name(s),English Name Signals?,Release Date,Duration (ms),Popularity,Genres,Record Label,,,,,,,,,,,,
Tennessee Quick Cash,Dollar A Day,Charley Crockett,,08/08/2025,252216,47,"americana,outlaw country,alt country,red dirt,honky tonk",Charley Crockett PS/ Island,,,,,,,,,,,,
Vampire Bat,Vampire Bat,Glass Animals,,08/08/2025,206652,62,,Polydor Records,,,,,,,,,,,,
WHAT'S HAPPENIN' (feat. Latto & Coupe),PARADISE,Young Nudy;Latto;Coupe,,08/08/2025,201306,64,,PDE Records/RCA Records,,,,,,,,,,,,
Days Like This,Life Is Beautiful (Deluxe),Larry June;2 Chainz;The Alchemist,,07/02/2025,216386,40,"southern hip hop,rap,alternative hip hop,jazz rap,experimental hip hop,boom bap",The Freeminded Records / 2 Chainz / ALC / EMPIRE,,,,,,,,,,,,
White Horses,The Sofa,Wolf Alice,,11/07/2025,269826,0,indie,Columbia,,,,,,,,,,,,
SEE RIGHT THROUGH ME (feat. Kehlani),CONCUBANIA,Isaia Huron;Kehlani,,08/08/2025,256084,56,alternative r&b,SLANG X Influence,,,,,,,,,,,,
I Don't Trust A Soul,I Don't Trust A Soul,Disco Lines;Ship Wrek,,06/08/2025,146059,62,"stutter house,bass house",Experts Only,,,,,,,,,,,,
FAYA,FAYA,Omar Courtz;BASSYY;Derek Santana,,07/08/2025,217965,69,,OD Entertainment/Sony Music Latin,,,,,,,,,,,,
Bus Back To Richmond,Bus Back To Richmond / More Than Friends,Lucy Dacus,,08/08/2025,174744,41,,"Lucy Dacus, under exclusive license to Geffen Records.",,,,,,,,,,,,
"But, I loved","But, I loved",Highasakite,,08/08/2025,217560,43,norwegian pop,PROPELLER RECORDINGS,,,,,,,,,,,,
Hell At Night (feat. Ella Langley),Hell At Night (feat. Ella Langley),BigXthaPlug;Ella Langley,,08/08/2025,179240,76,"southern hip hop,country",BigXthaPlug under exclusive license to UnitedMasters LLC,,,,,,,,,,,,
Wavy Crete,Wavy Crete,Babyface Ray;Lil Yachty,,08/08/2025,154423,46,,Wavy Gang / EMPIRE,,,,,,,,,,,,
Ugly,Ugly,Tom Odell,,08/08/2025,270866,53,,UROK,,,,,,,,,,,,
Alone,Alone,Avenoir,,08/08/2025,145120,45,"dark r&b,alternative r&b,r&b","Avenoir, under exclusive license to LISTEN TO THE KIDS",,,,,,,,,,,,
Ego,Ego,Romy Mars,,08/08/2025,193466,51,,Practice Records,,,,,,,,,,,,
Doing It Too,Doing It Too,Rochelle Jordan,,08/08/2025,206003,41,alternative r&b,Rochelle Jordan / EMPIRE,,,,,,,,,,,,
START UP A RUMOUR,START UP A RUMOUR,Sam Gellaitry,,08/08/2025,200207,52,,Major Recordings/Warner Records,,,,,,,,,,,,
I Don’t Work Here Anymore,Motel Du Cap,Good Charlotte,,08/08/2025,221037,49,"pop punk,punk,emo",Atlantic Records,,,,,,,,,,,,
Zip Up My Fly,Malcolm Todd (still),Malcolm Todd,,08/08/2025,131240,68,,Columbia,,,,,,,,,,,,
Louisiana Stick (with Marcus King),Louisiana Stick (with Marcus King),Jordan Davis;Marcus King,,05/08/2025,148120,35,"country,pop country,modern blues,blues rock",MCA Nashville,,,,,,,,,,,,
A Little Too High,"No Rain, No Flowers",The Black Keys,,08/08/2025,217019,48,"blues rock,garage rock,modern blues,rock",Easy Eye Sound/Warner Records,,,,,,,,,,,,
OE OE,OE OE,Farruko;Louis BPM,,07/08/2025,182000,52,"reggaeton,trap latino",WEA Latina,,,,,,,,,,,,
Mr. President,Mr. President,BabyChiefDoit,,08/08/2025,134509,50,chicago drill,Artist Partner Group,,,,,,,,,,,,
Grind 4,Grind 4,Sheff G,,06/08/2025,147983,48,"brooklyn drill,new york drill,drill",Winners Circle/RCA Records,,,,,,,,,,,,
Delete,I Love My Computer,Ninajirachi,,08/08/2025,231365,60,"hyperpop,electroclash",NLV Records,,,,,,,,,,,,
Spring Cleaning,Reason To Hate You,NERIAH,,08/08/2025,195283,35,,NERIAH Records,,,,,,,,,,,,
Ordinary Creature,Ordinary Creature,Of Monsters and Men,,07/08/2025,220226,48,folk pop,Skarkali Records,,,,,,,,,,,,
Early Morning,Early Morning,K CAMP;Chase Shakur;Ty Dolla $ign,,08/08/2025,241425,33,"dark r&b,trap soul",K CAMP,,,,,,,,,,,,
I'll Fly Away (feat. Benjamin William Hastings),I'll Fly Away (feat. Benjamin William Hastings),Josiah Queen;Benjamin William Hastings,,08/08/2025,180936,54,"christian folk,christian,worship,christian pop,christian country,pop worship",F&L Music Group,,,,,,,,,,,,
She's A Director,Wide Awake,Mechatok;Isabella Lovestory,,08/08/2025,179949,38,"hyperpop,cloud rap,neoperreo",Young,,,,,,,,,,,,
Faded Polaroids,Songs From Faded Polaroids,Lanie Gardner,,08/08/2025,175560,18,,Stoney Creek Records,,,,,,,,,,,,
Don't Fight,Reflection / Don't Fight,Pinkshift,,05/08/2025,162640,7,"riot grrrl,queercore",Pinkshift / Hopeless Records,,,,,,,,,,,,
Losing Control,Losing Control,KI/KI;Marlon Hoffstadt,,08/08/2025,170270,69,"hard house,acid techno,techno,trance,eurodance",KI/KI / Marlon Hoffstadt & Captiol Records,,,,,,,,,,,,
Waterfalls (feat. Sam Harper & Bobby Harvey),Waterfalls (feat. Sam Harper & Bobby Harvey),James Hype;Sam Harper;Bobby Harvey,,08/08/2025,120578,80,"house,tech house",Universal-Island Records Ltd.,,,,,,,,,,,,
Blatt Blatt,"I Live, I Die, I Live Again (Resurrected)",Chuckyy;Rob49,,06/08/2025,192644,35,chicago drill,Santa Anna,,,,,,,,,,,,
De Papel,De Papel,TINI,,07/08/2025,166753,62,latin pop,5020 Records,,,,,,,,,,,,
Shapeshifting on a Saturday Night,Shapeshifting on a Saturday Night,Avery Cochrane,,08/08/2025,205728,54,,S-Curve Records,,,,,,,,,,,,
You'd Kill Me If You Could,You'd Kill Me If You Could,Susannah Joffe;Esha Tewari,,08/08/2025,207000,46,,Open Management,,,,,,,,,,,,
Hvn High,CRYSALIS,Jenevieve,,08/08/2025,194320,55,alternative r&b,Interscope Records,,,,,,,,,,,,
Wonder,Wonder,Danger Mouse;MorMor,,06/08/2025,202000,35,,30th Century Records,,,,,,,,,,,,
Behind the Clock,Behind the Clock,AFI,,05/08/2025,237465,37,"punk,horror punk,emo,skate punk",Run For Cover Records,,,,,,,,,,,,
I'M GOOD. I'M GREAT.,I'M GOOD. I'M GREAT.,Annika Rose,,06/08/2025,195312,46,,Annika Rose,,,,,,,,,,,,
HALF COURT SHOTS,HALF COURT SHOTS,Remble;Blxst,,07/08/2025,161632,0,,Warner Records,,,,,,,,,,,,
Really Wanna Know,Really Wanna Know,Ole 60,,08/08/2025,219652,58,country,Three Twenty Four Records,,,,,,,,,,,,
Buckwild,Buckwild,Anamanaguchi,,06/08/2025,238319,18,vocaloid,Polyvinyl Records,,,,,,,,,,,,
Somewhere Only We Go,Somewhere Only We Go,Tommy WÁ,,08/08/2025,219841,27,"alté,afro soul",Dirty Hit,,,,,,,,,,,,
8ths,Error5 EP,deadmau5,,08/08/2025,371250,48,"edm,progressive house,dubstep",EpicWin Ltd,,,,,,,,,,,,
456 semm,Scarecrows,Mick Jenkins;Smino,,04/08/2025,206174,45,jazz rap,Mick Jenkins inc,,,,,,,,,,,,
Glory Hole,The Coldest Profession,DJ Premier;Roc Marciano,,08/08/2025,157454,31,"east coast hip hop,boom bap,underground hip hop",TTT,,,,,,,,,,,,
Rain,Rain,Craig David,,04/08/2025,214884,36,,Believe UK,,,,,,,,,,,,
CUANTAS VECES,PORTATE BIEN,Armenta;Eddy,,08/08/2025,209110,54,"corridos tumbados,corrido,electro corridos,sad sierreño,corridos bélicos,reggaeton mexa,sierreño",WEA Latina,,,,,,,,,,,,
Memories,Memories,Michael Sanzone,,08/08/2025,192208,44,folk pop,Michael Sanzone,,,,,,,,,,,,
Iron Wine,Magic Of The Sale,Teethe,,08/08/2025,207026,33,"slowcore,shoegaze",Winspear,,,,,,,,,,,,
Right Now,Right Now,Austin Millz;Caroline Byrne,,08/08/2025,217000,42,,"Ultra Records, LLC",,,,,,,,,,,,
Collapse,Collapse,Chance Peña,,08/08/2025,272221,51,,Columbia,,,,,,,,,,,,
Agnostic,Agnostic,Daya,,08/08/2025,201322,32,,Daya,,,,,,,,,,,,
Oh Child,Real,Blessing Offor,,08/08/2025,161787,48,"christian,christian pop,worship,ccm",Bowyer and Bow,,,,,,,,,,,,
PILLOW,PILLOW,Nonso Amadi,,08/08/2025,125672,35,"alté,afro r&b,afrobeats,afrobeat,afropop,afro soul",Universal Music Canada,,,,,,,,,,,,
Does It Again (feat. Sada Baby),Does It Again (feat. Sada Baby),NASAAN;Sada Baby,,07/08/2025,107652,26,,Assemble Sound / Atlantic,,,,,,,,,,,,
Fall Down,Fall Down,OMB Peezy;Kocky Ka,,08/08/2025,180722,38,,Overkill/Hitmaker Music Group/Hitmaker Distro,,,,,,,,,,,,
Attendance,Hue,JayO,,08/08/2025,149491,37,"afroswing,afrobeats,afro r&b,alté,uk r&b,afrobeat",0207 Def Jam,,,,,,,,,,,,
enjoy the ride,enjoy the ride,almost monday,,08/08/2025,171237,60,,Hollywood Records,,,,,,,,,,,,
Wind of Tomorrow,QUIT QUIETLY,落日飛車 Sunset Rollercoaster,,08/08/2025,210150,50,"taiwanese indie,chinese indie,bedroom pop",WM Taiwan,,,,,,,,,,,,
Little Things,Little Things,Lauren Alaina,,08/08/2025,196389,48,country,Big Loud Records,,,,,,,,,,,,
Portion Control,rOe,ena mori,,08/08/2025,283137,42,"pinoy indie,opm",Sony Music Entertainment,,,,,,,,,,,,
My Queen (feat. Spiritbox),METAL FORTH,BABYMETAL;Spiritbox,,08/08/2025,200698,58,"j-rock,metalcore,djent,metal",Capitol Records,,,,,,,,,,,,
Pop Punk Anthem (Sorry for the Delay),Pop Punk Anthem (Sorry for the Delay),Die Spitz,,06/08/2025,230678,41,riot grrrl,Third Man Records LLC,,,,,,,,,,,,
Drama Baby,Drama Baby,Eileen Alister,,08/08/2025,177168,27,,H2 Music Records,,,,,,,,,,,,
Te Juro Que Te Amo,Te Juro Que Te Amo,Eden Muñoz,,04/08/2025,208298,67,"banda,corrido,norteño,corridos bélicos,corridos tumbados",EMC Music/Sony Music México,,,,,,,,,,,,
Little Gods,Little Gods,Elias Rønnenfelt;Fousheé;jonatan leandoer96,,06/08/2025,220000,0,"indie r&b,cloud rap",Escho,,,,,,,,,,,,
orphan//,orphan//,KennyHoopla,,04/08/2025,159603,39,pop punk,GARBAGEHILL RECORDS,,,,,,,,,,,,
Last Forever,Last Forever,Bob Moses,,07/08/2025,309101,50,,Bob Moses LLC,,,,,,,,,,,,
Call Me,Call Me,Dom Innarella,,08/08/2025,138252,35,,"IT Entertainment, LLC",,,,,,,,,,,,
NUNYA,NUNYA,Buddy;Guapdad 4000,,08/08/2025,126315,19,,Independent Co.,,,,,,,,,,,,
Big Strap (feat. Young Nudy),International,Skillibeng;Young Nudy,,08/08/2025,126467,41,dancehall,EastSyde Records/RCA Records,,,,,,,,,,,,
Wonder & Awe,Wonder & Awe,MercyMe,,08/08/2025,226739,34,"christian,ccm,worship,christian rock,christian alternative rock,christian pop",Fair Trade Services,,,,,,,,,,,,
Then You Happened,Then You Happened,Kylie Morgan,,08/08/2025,183994,41,country,Curlytop Records,,,,,,,,,,,,
Baby Spoon,Baby Spoon,Cavetown,,08/08/2025,180803,49,bedroom pop,Futures Music Group,,,,,,,,,,,,
