Track Name,Album Name,Artist Name(s),English Name Signals?,Release Date,Duration (ms),Popularity,Genres,Record Label,,,,,,,,,,,,
Ecstasy,Ecstasy,Ciara,,04/04/2025,239216,44,,Beauty Marks Entertainment,,,,,,,,,,,,
Rain in the River,Rain in the River,Bruce Springsteen,,03/04/2025,192226,37,,Columbia/Legacy,,,,,,,,,,,,
Finish This Drink,Finish This Drink,Brothers Osborne,,04/04/2025,179360,50,"country,country rock",EMI Music Nashville (ERN),,,,,,,,,,,,
"Going, Going, Gone","Going, Going, Gone",Knox,,04/04/2025,175590,49,,Atlantic Records,,,,,,,,,,,,
The Reminder,The Reminder,TAYA,,04/04/2025,242850,46,"worship,christian,pop worship,gospel",Invorto,,,,,,,,,,,,
Fire Sign,Fire Sign,S.G. Goodman,,02/04/2025,178594,31,"southern gothic,alt country",Slough Water Records,,,,,,,,,,,,
Psychoboost,Revengeseekerz,Jane Remover;Danny Brown,,04/04/2025,244844,57,"hyperpop,experimental hip hop,alternative hip hop",deadAir,,,,,,,,,,,,
from me to u (feat. Poppy),from me to u (feat. Poppy),BABYMETAL;Poppy,,04/04/2025,204526,61,j-rock,Capitol Records,,,,,,,,,,,,
LCA,LCA,The Dare,,04/04/2025,159152,1,electroclash,The Dare,,,,,,,,,,,,
One And Only,One And Only,Reznik;good guy mikesh;Keinemusik,,04/04/2025,222956,54,"afro house,melodic house,house,afro tech",Keinemusik,,,,,,,,,,,,
Fine Shit,Fine Shit,NoCap;Rob49,,31/03/2025,177387,41,,Atlantic Records,,,,,,,,,,,,
Fight & Fuck,Fight & Fuck,G-Eazy,,03/04/2025,196229,42,,BPG/RVG/RCA Records,,,,,,,,,,,,
Sweet Danger,Sweet Danger,Obongjayar,,02/04/2025,160855,43,alté,September Recordings,,,,,,,,,,,,
23's A Baby,23's A Baby,Blondshell,,03/04/2025,253773,30,,Partisan Records,,,,,,,,,,,,
DOINGZ,OFA: Deluxe Edition,Oxlade,,04/04/2025,161351,36,"afrobeats,afrobeat,afropop,afro r&b,alté,afro soul,afroswing,afropiano",Troniq Inc,,,,,,,,,,,,
REINA,REINA,ROA,,02/04/2025,159082,71,trap latino,Universal Music Latino,,,,,,,,,,,,
Ms. Goody Two Shoes,Ms. Goody Two Shoes,Alex Isley,,04/04/2025,182741,40,"neo soul,alternative r&b",Free Lunch/Warner Records,,,,,,,,,,,,
Til The Last One Dies,Til The Last One Dies,Chris Young,,04/04/2025,196628,45,"country,acoustic country",Black River Entertainment,,,,,,,,,,,,
TOA,TOA,FloyyMenor;Cris MJ,,04/04/2025,181991,54,"reggaeton chileno,chilean trap,chilean mambo,reggaeton",FloyyMenor under exclusive license to UnitedMasters LLC,,,,,,,,,,,,
80 Days,Adagio,Σtella,,04/04/2025,156386,46,,Sub Pop Records,,,,,,,,,,,,
My Everything,Two Lives,Wet,,04/04/2025,201942,36,,30SF,,,,,,,,,,,,
State Of Mind,State Of Mind,Kaskade;Lipless,,04/04/2025,279120,55,"edm,melodic house",Colorize (Enhanced),,,,,,,,,,,,
DOWN BAD,DOWN BAD,SAILORR,,04/04/2025,132246,46,,BuVision,,,,,,,,,,,,
DOLLAR menu,DOLLAR menu,Ray Vaughn,,04/04/2025,264790,29,,Top Dawg Entertainment,,,,,,,,,,,,
Yessirski,Yessirski,YTB Fatt;Rob49,,04/04/2025,103850,26,,Loaf Boyz Ventures / 10K Projects,,,,,,,,,,,,
What About Me,Years In The Making,Bryan Martin,,04/04/2025,179472,41,"country,country rock,outlaw country",Average Joes Entertainment,,,,,,,,,,,,
Groove On,Groove On,Tripolism;Avangart Tabldot,,04/04/2025,209920,35,"afro house,melodic house,indie dance","Ultra Records, LLC",,,,,,,,,,,,
cool,cool,Michael Clifford,,02/04/2025,163533,42,,Hopeless Records,,,,,,,,,,,,
Chapel of Salt,Ginkgo,Panchiko,,04/04/2025,188417,45,shoegaze,Nettwerk Music Group,,,,,,,,,,,,
God Knew Better,Fell In Love With A Cowgirl,Parmalee,,04/04/2025,184240,32,country,Stoney Creek Records,,,,,,,,,,,,
More Than A Feeling,More Than A Feeling,Declan J Donovan,,01/04/2025,167096,61,,BKM/10K Projects,,,,,,,,,,,,
Curse Of Creation,Crisis Kid,Corbin,,04/04/2025,203666,0,"cloud rap,emo rap",September Recordings,,,,,,,,,,,,
2hollis,2hollis,Lelo,,01/04/2025,104727,50,,10K Projects,,,,,,,,,,,,
Yo Me Consiento,Yo Me Consiento,maye,,04/04/2025,152040,28,"latin indie,latin alternative",Pink Poetry,,,,,,,,,,,,
Upside Down,Upside Down,54 Ultra,,02/04/2025,196302,65,retro soul,54 Ultra,,,,,,,,,,,,
Final Breath,Final Breath,Subtronics;A Little Sound,,02/04/2025,229028,51,"riddim,dubstep,edm,deathstep,bass music,dub,drum and bass,liquid funk",Cyclops Recordings,,,,,,,,,,,,
New Girl,New Girl,Jai'Len Josey,,04/04/2025,128233,34,,Hillman Grad/ Def Jam PS,,,,,,,,,,,,
Bring The Drums In (feat. BabyChiefDoit),Bring The Drums In (feat. BabyChiefDoit),Bri3;BabyChiefDoit,,02/04/2025,162302,36,chicago drill,P2025,,,,,,,,,,,,
Make Me Feel (with LaRussell),Say Yes,Melanie Fiona;LaRussell,,04/04/2025,189473,27,hyphy,LoveLinc Music Inc. under exclusive License to Public Records/COLTURE/Title 9,,,,,,,,,,,,
I Am Going Through Hell (Bittersweet),StarX Lover,Dreamer Isioma,,04/04/2025,196615,21,alternative r&b,Fashionably Early Records LLC,,,,,,,,,,,,
NEVER TELL YOU NO,LOW ROAD,Adrien Nunez,,04/04/2025,152761,39,,Warner Records Nashville/Warner Records,,,,,,,,,,,,
RUN!,RUN!,Eddie Benjamin,,04/04/2025,122042,31,,Epic/Vol. 1,,,,,,,,,,,,
NO BRING INS,NO BRING INS,Chy Cartier,,04/04/2025,114687,28,uk drill,Promised Land Recordings,,,,,,,,,,,,
Promise We'll Live Again,Promise We'll Live Again,Kaleena Zanders,,04/04/2025,189755,1,,Sweat It Out,,,,,,,,,,,,
The Lord Is My Shepherd,Jesus,Jon Guerra;Valerie Guerra,,04/04/2025,204000,45,"christian folk,christian alternative rock,worship",Garden Variety Collective / Thorndale Records,,,,,,,,,,,,
Jellyfish,Jellyfish,Florist,,01/04/2025,175738,25,,Double Double Whammy,,,,,,,,,,,,
