Track Name,Album Name,Artist Name(s),English Name Signals?,Release Date,Duration (ms),Popularity,Genres,Record Label,,,,,,,,,,,,
FAKE,The Last Great American Summer,Reggie Becton;D Smoke,,19/09/2025,205495,38,,BNB Lake,,,,,,,,,,,,
Train,Train,Dasha,,19/09/2025,237546,42,,Warner Records,,,,,,,,,,,,
Leave My Room,NSFW,The Paradox,,19/09/2025,143581,47,pop punk,"Hundred Days Records, LLC",,,,,,,,,,,,
Lose A Friend,Everything I Wanted,Evan Honer,,19/09/2025,215182,44,,Cloverdale Records,,,,,,,,,,,,
Cinder Block,Cinder Block,Samia,,18/09/2025,222310,50,indie pop,Grand Jury Music,,,,,,,,,,,,
Crazy Bitch Song,Crazy Bitch Song,Claire Rosinkranz,,19/09/2025,133736,46,,Purple Monkey Recordz,,,,,,,,,,,,
Smooth,Smooth,The Chainsmokers,,19/09/2025,173316,61,,Disruptor Records/Columbia,,,,,,,,,,,,
Reason,Reason,G Herbo,,17/09/2025,193852,55,"chicago drill,drill",G Herbo/UMG,,,,,,,,,,,,
screwed up,</3³,Destroy Lonely,,19/09/2025,153313,29,rage rap,Opium/Interscope,,,,,,,,,,,,
My Only Angel,My Only Angel,Aerosmith;YUNGBLUD,,19/09/2025,255818,64,"classic rock,rock","Queen of Denial, Inc.",,,,,,,,,,,,
Seguro Le Dolió,Seguro Le Dolió,Banda MS de Sergio Lizárraga;Fuerza Regida,,18/09/2025,149459,78,"banda,norteño,grupera,música mexicana,ranchera,corrido,corridos tumbados,corridos bélicos,sierreño,sad sierreño,electro corridos",Lizos Music,,,,,,,,,,,,
El Pleito,El Pleito,Miguel,,15/09/2025,154986,37,r&b,ByStorm Entertainment/RCA Records,,,,,,,,,,,,
Rain,Rain,Miss Monique;Poppy Baskcomb,,19/09/2025,198190,55,"melodic techno,melodic house,progressive house,techno,drum and bass",Three Six Zero Recordings,,,,,,,,,,,,
No Heartbreak's Killed Me Yet,No Heartbreak's Killed Me Yet,Julia Michaels,,19/09/2025,157420,53,,GFY Records,,,,,,,,,,,,
Measure - feat. Max McNown,Measure (feat. Max McNown),Corey Kent;Max McNown,,19/09/2025,197693,55,"country,texas country",RCA Records Label Nashville,,,,,,,,,,,,
the one,the one,Gabriel Jacoby,,19/09/2025,146361,58,,PULSE Records,,,,,,,,,,,,
Teenage Messiah,Teenage Messiah,Etta Marcus,,19/09/2025,296724,35,,Polydor Records,,,,,,,,,,,,
settle,BUZZKILL (forever),Lyn Lapid,,19/09/2025,154078,43,,Mercury Records/Republic Owned,,,,,,,,,,,,
Original Don,Original Don,Sub Focus;Fireboy DML;IRAH,,19/09/2025,168275,58,"drum and bass,liquid funk,afrobeats,afrobeat,afropop,afro r&b,afropiano,afro soul,afroswing,bassline,jungle",Positiva,,,,,,,,,,,,
OUT MY MIND,OUT MY MIND,Shoreline Mafia;OHGEESY;Fenix Flexin,,19/09/2025,130920,55,,300 Entertainment,,,,,,,,,,,,
Whatever You Like,Whatever You Like,Dove Cameron,,19/09/2025,175848,63,,Disruptor Records/Columbia,,,,,,,,,,,,
Guardian Angel,Guardian Angel / More,Carly Rae Jepsen,,16/09/2025,127617,41,,Silent Records IGA,,,,,,,,,,,,
Pull Me In,Prelude,Labrinth,,19/09/2025,156733,50,,Columbia,,,,,,,,,,,,
Heavy Metal,Heavy Metal,Madi Diaz,,15/09/2025,235394,18,,Anti/Epitaph,,,,,,,,,,,,
folding chairs on the moon,folding chairs on the moon,grentperez;HONNE,,19/09/2025,200000,56,,Fast Friends,,,,,,,,,,,,
"monalisa, we miss you//",conditions of an orphan//,KennyHoopla,,19/09/2025,218259,38,pop punk,GARBAGEHILL RECORDS,,,,,,,,,,,,
s.o.s,s.o.s,jigitz;Tabi,,19/09/2025,129320,56,stutter house,R&R Digital,,,,,,,,,,,,
Days Are Numbered,Days Are Numbered,Vincent Mason,,16/09/2025,226465,43,country,MCA Nashville/Music Soup/Interscope Records,,,,,,,,,,,,
Too Much,Too Much,Amber Mark,,19/09/2025,166974,26,"alternative r&b,indie soul",PMR Records/Interscope Records,,,,,,,,,,,,
La Tirana,La Tirana,Mon Laferte;NATHY PELUSO,,18/09/2025,244059,55,latin alternative,Sony Music Latin,,,,,,,,,,,,
DIVE IN,DIVE IN,Nonso Amadi,,19/09/2025,182565,43,"alté,afro r&b,afrobeats,afrobeat,afropop,afro soul",Universal Music Canada,,,,,,,,,,,,
If Only (feat. 21 Savage),For Her 2,Hunxho;21 Savage,,19/09/2025,147301,56,,300 Entertainment,,,,,,,,,,,,
Girls MIA,Girls MIA,Anyma;Adam Sellouk;Carly Gibert,,19/09/2025,133848,57,"melodic techno,melodic house,techno,stutter house",Afterlife,,,,,,,,,,,,
I Wanna Know Your Name,I Wanna Know Your Name,The Mock-Ups,,16/09/2025,146883,42,,Gauzy Records,,,,,,,,,,,,
Mouse Tag,Musicality,haloplus+,,19/09/2025,106909,34,,Escho,,,,,,,,,,,,
Parking Lot Prayers,Starting Over,Thelma & James,,19/09/2025,225261,39,,Big Loud Records,,,,,,,,,,,,
sore throat,sore throat,Thomas Day,,19/09/2025,144706,49,,Arista Records,,,,,,,,,,,,
COME COME COME VAR. XIV,THE COUNT,Frog,,19/09/2025,190423,36,,tapewormies,,,,,,,,,,,,
Gets Like That,The Finest EP,Max Dean;Luke Dean,,19/09/2025,169846,65,house,DX3N,,,,,,,,,,,,
Hurts Anymore,Chronosick,Larissa Lambert,,19/09/2025,171875,39,,New Levels,,,,,,,,,,,,
Him,Him,Denzel Curry;HIM Movie,,18/09/2025,132765,51,,Loma Vista Recordings,,,,,,,,,,,,
Margiela Pink,Margiela Pink,Lil Mosey,,19/09/2025,92504,50,melodic rap,Love U Forever LLC,,,,,,,,,,,,
Viendo Estrellitas,Viendo Estrellitas,Chuyin,,18/09/2025,139598,62,"corrido,corridos tumbados,corridos bélicos",Streetmob Records,,,,,,,,,,,,
Move On,Move On,Kevin Powers;Shaboozey,,19/09/2025,191129,70,,American Dogwood / EMPIRE,,,,,,,,,,,,
Be Still,Feel It All,Audrey Assad,,19/09/2025,265000,38,"hymns,worship,catholic music,christian,ccm",Classic Reality,,,,,,,,,,,,
Misery,Altar,NewDad,,19/09/2025,218335,44,lo-fi indie,Atlantic Records UK,,,,,,,,,,,,
Pray,Violent Nature,I Prevail,,19/09/2025,191531,59,"metalcore,metal",Fearless Records,,,,,,,,,,,,
Maia Maia,Maia Maia,Nia Archives;CLIPZ,,19/09/2025,181498,48,"jungle,drum and bass,uk garage",Up Ya Archives,,,,,,,,,,,,
Boo Thang Bootcamp,Boo Thang Bootcamp,Bellah,,19/09/2025,175953,37,uk r&b,Sonitus Recordings,,,,,,,,,,,,
Smoochie Girl,Smoochie Girl,Ashnikko,,19/09/2025,181116,47,,Parlophone UK,,,,,,,,,,,,
Skittle Head,STILL F.L.I.N.T. (Feeling Like I'm Not Through),Rio Da Yung Og;Veeze,,19/09/2025,186818,40,,M I N E Entertainment / EMPIRE,,,,,,,,,,,,
Cons and Clowns,Cons and Clowns,Courtney Marie Andrews,,17/09/2025,254260,41,"americana,alt country",Loose Future,,,,,,,,,,,,
Friends Don't,Friends Don’t,Alexander Stewart;Lauren Spencer Smith,,19/09/2025,204266,61,pop singer-songwriter,Alexander Stewart,,,,,,,,,,,,
crocodile eyes,crocodile eyes,aldn;Wisp,,18/09/2025,104410,41,"hyperpop,glitch,shoegaze",aldn,,,,,,,,,,,,
rooster,rooster,bar italia,,17/09/2025,335038,35,lo-fi indie,Matador,,,,,,,,,,,,
Hey Mama,Hey Mama,Jordan Patterson,,16/09/2025,236823,1,,Many Hats Distribution,,,,,,,,,,,,
ELDORA,ELDORA,Chase Rice,,19/09/2025,209810,43,"country,acoustic country","Dack Janiels Records, LLC",,,,,,,,,,,,
Come & Go,Shake Your Tailfeather,Loose Goose;Gus Dapperton,,19/09/2025,254009,32,bedroom pop,ALTER Music LLC,,,,,,,,,,,,
Point of View,I Can See The Future,Leith Ross,,19/09/2025,289653,47,,Republic Records,,,,,,,,,,,,
Otherworld,Running With Scissors,Afternoon Bike Ride,,19/09/2025,250489,34,"lo-fi indie,lo-fi hip hop",Friends Of Friends,,,,,,,,,,,,
FOT,FOT,Jace!,,17/09/2025,158300,35,underground hip hop,Simple Stupid Records,,,,,,,,,,,,
Jump Higher,Jump Higher,Riordan;Danny P,,19/09/2025,176842,51,"uk garage,tech house,latin house,house",Three Six Zero Recordings,,,,,,,,,,,,
Drenched,Love Balloon,Ocean Alley,,19/09/2025,251880,59,surf rock,Community Music,,,,,,,,,,,,
LOOSE,LOOSE,Kenji;Nali,,17/09/2025,202080,35,,KENJI555,,,,,,,,,,,,
Words I should've said,words i should've said,Mick Jenkins;EMIL;ENNY,,15/09/2025,259000,36,"jazz rap,uk r&b,alternative r&b",Mick Jenkins inc,,,,,,,,,,,,
A la antigua,A la antigua,Andy Rivera;Nanpa Básico,,18/09/2025,162162,55,"reggaeton,popular colombian music,trap latino,mexican hip hop,latin hip hop",Rimas Entertainment México S.A. de C.V,,,,,,,,,,,,
By the Light of the Moon,By the Light of the Moon,Seven Lions;Kerli,,17/09/2025,267062,47,"melodic bass,future bass,edm,chillstep,dubstep,progressive trance",Ophelia Records,,,,,,,,,,,,
I Want You,I Want You,Debbii Dawson,,19/09/2025,138710,43,,Debbii Dawson Music/RCA Records,,,,,,,,,,,,
Freaks,Freaks,Haute & Freddy,,19/09/2025,215238,50,,P2025,,,,,,,,,,,,
I Am,"Everywhere, But Always (Deluxe)",Yonny,,19/09/2025,159880,43,,Free Lunch/Warner Records,,,,,,,,,,,,
Safe Spaces,Safe Spaces,PawPaw Rod,,19/09/2025,143332,21,indie r&b,Independent Co.,,,,,,,,,,,,
Wait For Me,Jesus Loves,Zach Williams,,19/09/2025,223478,49,"christian country,christian,worship,ccm,christian pop",Essential Records,,,,,,,,,,,,
DIRTY DOG,DIRTY DOG,David Kushner,,19/09/2025,181231,57,,Miserable Music Group,,,,,,,,,,,,
IF LYRICS WERE CONFIDENTIAL,IF LYRICS WERE CONFIDENTIAL,Waterparks,,19/09/2025,172255,51,pop punk,BMG Rights Management (US) LLC,,,,,,,,,,,,
Worth the Walk,To Love A Thing That Fades,Vincent Lima,,19/09/2025,200708,42,folk pop,Blue Shutters Music LLC / Island Records,,,,,,,,,,,,
Meet Me Anywhere,Meet Me Anywhere,Wicca Phase Springs Eternal;Ethel Cain,,15/09/2025,150167,31,"emo rap,cloud rap,southern gothic",Run For Cover Records,,,,,,,,,,,,
Pistol Grip,Ghetto Heisman,Lefty Gunplay;DJ Whoo Kid;Waka Flocka Flame,,19/09/2025,164369,28,mexican hip hop,OTR Records,,,,,,,,,,,,
Back From Abu Dhabi (feat. French Montana & Rick Ross),Back From Abu Dhabi (feat. French Montana & Rick Ross),Wyclef Jean;French Montana;Rick Ross,,19/09/2025,260862,38,southern hip hop,SodoMoodLab,,,,,,,,,,,,
Talento,Talento,Yan Block;Panda Black,,18/09/2025,150857,81,,Sonar LLC.,,,,,,,,,,,,
Favor,Favor,Maeve,,19/09/2025,157264,33,,2025 Maeve Touhey,,,,,,,,,,,,
Til The Morning Comes,Interior,Zimmer90,,19/09/2025,181002,44,,Interior Records / Bamboo Artists,,,,,,,,,,,,
