Track Name,Album Name,Artist Name(s),English Name Signals?,Release Date,Duration (ms),Popularity,Genres,Record Label,,,,,,,,,,,,
CHROME HEARTS,Ya No Se Llevan Serenatas (Deluxe),Gabito Ballesteros;Fuerza Regida,,24/10/2025,196632,72,"corrido,corridos tumbados,corridos bélicos,música mexicana,sad sierreño,sierreño,electro corridos,banda",Los CT Records,,,,,,,,,,,,
Turn It Up,All Yours,Marlon Hoffstadt;DJ Daddy Trance,,24/10/2025,255510,52,"hard house,eurodance,trance,techno,hypertechno",Capitol Records,,,,,,,,,,,,
CLOUD 9,WARNING SHOT,BabyChiefDoit,,24/10/2025,135211,55,chicago drill,Artist Partner Group,,,,,,,,,,,,
my man... (feat. Mariah The Scientist),30,Queen Naija;Mariah the Scientist,,23/10/2025,148146,56,alternative r&b,Capitol Records,,,,,,,,,,,,
Groupie,Groupie,Leonie Biney,,22/10/2025,172415,50,,Platoon,,,,,,,,,,,,
Old Me,Second Wind,Alexandra Kay,,24/10/2025,200613,51,,Wheelhouse Records,,,,,,,,,,,,
Stampede,Bluebird,Gareth,,24/10/2025,201133,53,,Walk Off Entertainment,,,,,,,,,,,,
Pussy Palace,West End Girl,Lily Allen,,24/10/2025,241693,76,,BMG Rights Management (UK) Ltd.,,,,,,,,,,,,
Scared of the Dark,Scared of the Dark,Em Beihold,,24/10/2025,177788,51,,Republic Records,,,,,,,,,,,,
Locally Famous,18,Bri3,,23/10/2025,147860,38,,Atlantic Records,,,,,,,,,,,,
Normal Today,Normal Today,Hannah Jadagu,,21/10/2025,193046,31,bedroom pop,Sub Pop Records,,,,,,,,,,,,
Ain't Nobody Making Me High,Shy Bairns Get Nowt,Bartees Strange,,24/10/2025,198218,38,,4AD,,,,,,,,,,,,
You've Got My Number,RUDE,Spiritual Cramp;Sharon Van Etten,,24/10/2025,230800,48,egg punk,Blue Grape Music Inc.,,,,,,,,,,,,
Mean To Me,Mean To Me,Kashus Culpepper,,24/10/2025,246231,43,,Big Loud Records,,,,,,,,,,,,
Mind Reader,Oblivion,Alice Phoebe Lou,,24/10/2025,163292,52,,Nettwerk Music Group,,,,,,,,,,,,
DON'T LOOK BACK,DON'T LOOK BACK,Matt Hansen,,24/10/2025,208876,63,,Matt Hansen Music,,,,,,,,,,,,
Miss,Miss,Florence Road,,24/10/2025,217700,55,,Warner Music UK,,,,,,,,,,,,
Likey Likey,Likey Likey,Young Miko,,24/10/2025,145000,65,trap latino,The Wave Music Group,,,,,,,,,,,,
vitamins n minerals,vitamins n minerals,Samara Cyn,,22/10/2025,150312,51,,VANTA Music/VANTA Records,,,,,,,,,,,,
Emergency,Emergency,Tink,,21/10/2025,181895,44,,Winter's Diary / WD Records / EMPIRE,,,,,,,,,,,,
BRUK DOWN,BRUK DOWN,Major Lazer;Diplo;Parris Goebel;SadBoi;America Foster,,24/10/2025,165692,51,"moombahton,sexy drill,uk garage",Mad Decent,,,,,,,,,,,,
Clean,Love & Hyperbole (Deluxe),Alessia Cara,,24/10/2025,192355,53,,"EP Entertainment, LLC / Def Jam",,,,,,,,,,,,
Spellbound,Spellbound,oskar med k,,24/10/2025,137790,76,,7CULT powered by PULSE.CX,,,,,,,,,,,,
BOTAPAFO,HOPI SENDÉ,Ryan Castro,,23/10/2025,118800,65,reggaeton,AWOO Corp./Sony Music Latin,,,,,,,,,,,,
Double Date,Double Date,Maddie Zahm,,24/10/2025,192000,43,,Dollgirl Records,,,,,,,,,,,,
When It Snows In Texas,When It Snows In Texas,Chaparelle;Sierra Ferrell,,24/10/2025,166500,49,"americana,bluegrass,alt country",Mom+Pop Music,,,,,,,,,,,,
Werewolf,Werewolf,Koe Wetzel,,24/10/2025,222578,56,"red dirt,texas country,country,country rock",Columbia,,,,,,,,,,,,
FU & UF,SE9 Part 1,Skye Newman,,24/10/2025,159399,62,,Columbia,,,,,,,,,,,,
b 2 b,noise ( meaning ),monte booker;Mereba,,24/10/2025,163469,40,alternative r&b,EQT Recordings,,,,,,,,,,,,
In Another World,In Another World,EJAE,,24/10/2025,175531,68,k-pop,EJAE,,,,,,,,,,,,
"Grief, Joy, & Gratitude","Grief, Joy, & Gratitude",Joe L Barnes,,24/10/2025,190600,47,"worship,afrogospel,christian,christian pop",RCA Inspiration,,,,,,,,,,,,
SEX IS POWER,PRINCESS OF POWER (DELUXE),MARINA,,24/10/2025,219172,56,,BMG Rights Management (UK) Ltd.,,,,,,,,,,,,
Melancolía,FEMME FATALE,Mon Laferte,,24/10/2025,230723,70,latin alternative,Sony Music Latin,,,,,,,,,,,,
adrénaline,adrénaline,bad tuner;Francesca Blanchard,,24/10/2025,224816,40,,Independent Co.,,,,,,,,,,,,
Down,Down,TINI,,22/10/2025,195096,68,latin pop,5020 Records,,,,,,,,,,,,
Hypersilent,Hypersilent,Mochakk;J.J. Fad,,24/10/2025,354461,51,"tech house,house,miami bass,old school hip hop,funk melody",Disorder Artist & Label Services,,,,,,,,,,,,
Cold 2 The Touch,Cold 2 The Touch,Angel Du$t,,22/10/2025,114840,42,"hardcore,hardcore punk",Run For Cover Records,,,,,,,,,,,,
Break Up With Me,Break Up With Me,Kylie Morgan,,24/10/2025,159560,46,country,Curlytop Records,,,,,,,,,,,,
Charming,Charming,Genevieve Stokes,,22/10/2025,117143,42,,Genevieve Stokes Recordings,,,,,,,,,,,,
Sticky Situation,Sticky Situation,Girlfriend,,24/10/2025,180312,53,sexy drill,Encore Recordings,,,,,,,,,,,,
Run For My Whiskey,King Of The World,Billy Currington,,24/10/2025,222702,50,"country,acoustic country",Mercury Nashville,,,,,,,,,,,,
NOBODY ELSE,"The Sky Is Recording Me: 100 Years Later, Vol. 3",Planet Giza;Isaiah Falls,,24/10/2025,157058,42,dark r&b,Quiet Note,,,,,,,,,,,,
GET IT GIRL,WELCOME HOME,Reuben Vincent;9th Wonder;Wale,,24/10/2025,167472,30,alternative hip hop,"JAMLA RECORDS, UNDER EXCLUSIVE LICENSE TO ROC NATION DISTRIBUTION",,,,,,,,,,,,
Lake Run Drive,Lake Run Drive,The Man The Myth The Meatslab,,24/10/2025,226785,35,,Mutual Friends,,,,,,,,,,,,
