Track Name,Album Name,Artist Name(s),English Name Signals?,Release Date,Duration (ms),Popularity,Genres,Record Label,,,,,,,,,,,,
Chemistry,Chemistry,Qui,,19/12/2025,104020,44,,Qui,,,,,,,,,,,,
Money,Money,Arkells;Portugal. The Man,,17/12/2025,212746,59,,Arkells Music ROW,,,,,,,,,,,,
Love One Another (Or Die),The Death Of Bunny Munro,Nick Cave;Warren Ellis,,19/12/2025,144413,49,,Invada Records,,,,,,,,,,,,
X-Ray,X-Ray / Clumsy,Fight Pausa,,16/12/2025,154946,49,,Fight Pausa,,,,,,,,,,,,
Lonely City,Lonely City,Bill Callahan,,15/12/2025,310601,50,alt country,Drag City,,,,,,,,,,,,
Hambalua,Hambalua,Tefo Foxx;Untitled Audio;Moshem;Idd Aziz;Major League Djz,,18/12/2025,360953,41,"afro tech,afro house,3 step,tech house,tribal house,organic house,amapiano,private school piano,afropiano,gqom,bacardi",Untitled Audio,,,,,,,,,,,,
Burn Up (Lunch Break Freestyle),Burn Up (Lunch Break Freestyle),Raq baby;Lyrical Lemonade,,15/12/2025,109367,46,chicago drill,Santa Anna,,,,,,,,,,,,
Greener Than Me,Greener Than Me,Molly Millington,,19/12/2025,222158,49,,Nettwerk Music Group,,,,,,,,,,,,
Grizzly Can,Grizzly Can,Bryan Andrews,,19/12/2025,222170,44,,Disruptor Records/Sony Music Entertainment,,,,,,,,,,,,
Ripple,24/7 Heaven,trickpony,,15/12/2025,274783,44,"trip hop,downtempo",Step Ball Chain,,,,,,,,,,,,
The Smooth Kind,The Smooth Kind,Larry June,,19/12/2025,192272,58,,The Freeminded Records / EMPIRE,,,,,,,,,,,,
Click,Las Del Stream (Vol. 1),Brray;Fronti;L-O-N,,17/12/2025,151648,46,"reggaeton,urbano latino,trap latino",Universal Music Latino,,,,,,,,,,,,
Girl You Fine,Girl You Fine,Dee Mula,,19/12/2025,192052,45,,NLess Entertainment f/s/o Dee Mula,,,,,,,,,,,,
Company,Company,Paradise;JayDon,,19/12/2025,225974,48,,mega / gamma.,,,,,,,,,,,,
Just Life,Just Life,Leith,,19/12/2025,198213,48,,Akira Records,,,,,,,,,,,,
Bad as I Do,Bad as I Do,Jacob Hackworth,,19/12/2025,193786,43,,T Vill Records/Goat Island Sound,,,,,,,,,,,,
Toy Soldier,Toy Soldier,Earth to Eve,,19/12/2025,236731,46,,Earth to Eve,,,,,,,,,,,,
The Look,Family Matters,STÜM;X & Ivy,,19/12/2025,211304,49,hard house,X & Ivy,,,,,,,,,,,,
MY LOVE (feat. Arcángel),MY LOVE (feat. Arcángel),LOS DUROS SON ELLOS;Jay Wheeler;Arcángel,,15/12/2025,187920,62,"reggaeton,trap latino,urbano latino",WEA Latina,,,,,,,,,,,,
Out Loud,Out Loud,Peach PRC,,16/12/2025,237892,55,,Universal Music Australia Pty. Ltd.,,,,,,,,,,,,
before photo,before photo,Nectarine Girl,,16/12/2025,283076,39,"bedroom pop,alternative r&b",Elton Audio Records,,,,,,,,,,,,
Red Lights,MARCO PLUS vs. tha Underworld: Survivor’s Cut,MARCO PLUS;Chris Patrick,,18/12/2025,186503,43,,ROC Nation distribution,,,,,,,,,,,,
Can't Say No,Can't Say No,Tyler Daley;Children of Zeus,,15/12/2025,189970,42,"liquid funk,drum and bass,uk r&b,neo soul",Tyler Daley,,,,,,,,,,,,
DUET,DUET,ZICO;Lilas,,18/12/2025,146000,72,"k-rap,k-pop,j-pop,anime",KOZ Entertainment,,,,,,,,,,,,
Rainy Days (but it's all good),Rainy Days (but it's all good),LB aka LABAT;Sam Alfred,,19/12/2025,262070,46,"hard house,uk garage",LB aka LABAT,,,,,,,,,,,,
Good To Know You Told Me So,Pretty Devastating,Loose Lips,,19/12/2025,188006,42,,recordJet,,,,,,,,,,,,
Let There Be Shred,Let There Be Shred,Megadeth,,19/12/2025,238276,62,"thrash metal,metal,heavy metal,speed metal",BLKIIBLK,,,,,,,,,,,,
In My Dream,In My Dream,Andrew Garden,,17/12/2025,167626,41,,Andrew Garden,,,,,,,,,,,,
Anywhere Else,Anywhere Else,Alice Costelloe,,15/12/2025,285972,43,,Moshi Moshi Records,,,,,,,,,,,,
Se Enfiestó El Carnal,Se Enfiestó El Carnal,Jasiel Nuñez,,18/12/2025,209497,59,"corridos tumbados,corrido,sad sierreño,corridos bélicos,música mexicana",Double P Records,,,,,,,,,,,,
Playground,me rn,Amindi,,17/12/2025,162374,42,dancehall,EQT Recordings,,,,,,,,,,,,
HOY SE GUAYA,HOY SE GUAYA,Arcángel,,18/12/2025,175238,64,"reggaeton,trap latino,urbano latino",Rimas Entertainment LLC.,,,,,,,,,,,,
Day n Nite,Day n Nite,Ronis Goliath;Minz,,19/12/2025,142204,53,"afro house,alté,afrobeats,afro r&b,afrobeat,rap ivoire,afroswing,afropop,afro adura,afro soul",Bamboo Artists / EMPIRE,,,,,,,,,,,,
Blackout,Blackout,Babyfxce E,,17/12/2025,181000,59,,Atlantic Records,,,,,,,,,,,,
PERMANENT TEARS,PERMANENT TEARS,Mozzy,,19/12/2025,193500,50,,Mozzy Records / EMPIRE,,,,,,,,,,,,
Shades On,Shades On,Sam i;Mia Moretti,,18/12/2025,180900,45,latin house,Spectrophonic Sound,,,,,,,,,,,,
21,21,Boxrooster,,17/12/2025,261666,38,,Cloverdale Records,,,,,,,,,,,,
Golden Boy,Golden Boy / Romance,cortex,,19/12/2025,176587,55,,SANA / LISTEN TO THE KIDS,,,,,,,,,,,,
Snow,Snow,Pinkshift,,18/12/2025,199800,44,"riot grrrl,queercore",Pinkshift / Hopeless Records,,,,,,,,,,,,
How Long Does It Take,How Long Does It Take,Isaac Levi,,19/12/2025,208200,49,,gamma.,,,,,,,,,,,,
EYES,EYES,Roddy Lima,,19/12/2025,213375,46,"tech house,indie dance",Truesoul,,,,,,,,,,,,
MASCARA,MASCARA,WesGhost,,19/12/2025,161333,57,,Columbia,,,,,,,,,,,,
Ain't Never Slowing Down,Ain't Never Slowing Down,Kevangotbandz;BigXthaPlug,,19/12/2025,141000,52,southern hip hop,600 ENT under exclusive license to UnitedMasters LLC,,,,,,,,,,,,
Grains Of Sand,Grains Of Sand,Fai Laci,,18/12/2025,225390,44,,Easy Eye Sound,,,,,,,,,,,,
Beige & White,Beige & White,Elsie Bay,,19/12/2025,152154,47,,Elsie Bay Records,,,,,,,,,,,,
"HOP, SKIP, JUMP","HOP, SKIP, JUMP",Nate Smith;Braxton Cook,,17/12/2025,222437,45,"jazz fusion,indie jazz,nu jazz,jazz funk,neo soul",Naive,,,,,,,,,,,,
ASHE ASHE,ASHE ASHE,Milo j;Garena Free Fire,,23/09/2025,121690,67,argentine trap,Sony Music Latin,,,,,,,,,,,,
Windows98,Windows98,Gregory Dillon;frutiger dillon,,19/12/2025,168175,44,,Head Bitch Music,,,,,,,,,,,,
Copium,Copium,Ellee Duke,,19/12/2025,173815,40,,MG Tunes,,,,,,,,,,,,
HIGHEST,DIASPORA,Dom Dias,,19/12/2025,176470,37,,2025 Dom Dias,,,,,,,,,,,,
NEED YOU HERE,NEED YOU HERE,NXSTY;Indica,,19/12/2025,212908,42,"bass house,trap soul",Logically Delicious,,,,,,,,,,,,
Sleeping In My Makeup,Sleeping In My Makeup,Mira Housey,,19/12/2025,157666,39,,NINETY8,,,,,,,,,,,,
ICY (TAKE IT OFF),ICY (TAKE IT OFF),Robert Baxter;Sweatbaby,,19/12/2025,204800,52,hard house,Ascent Music,,,,,,,,,,,,
Cry All Month,Cry All Month,ThxSoMch,,19/12/2025,189090,54,,Atlantic Records,,,,,,,,,,,,
DVP,DVP,Smiley;Baka Not Nice,,19/12/2025,125217,49,,OVO Sound,,,,,,,,,,,,
Don't You Hate Yourself?,Don't You Hate Yourself?,Waiting Room,,19/12/2025,298160,48,,Waiting Room,,,,,,,,,,,,
3days,3days,Niall Tarmey,,19/12/2025,181960,34,,Niall Tarmey,,,,,,,,,,,,
suaimhneas,suaimhneas,modernlove.,,19/12/2025,291207,44,,Akira Records,,,,,,,,,,,,
Peaches,Peaches,Young Franco;Charlotte Plank,,19/12/2025,147243,55,drum and bass,Mandatory Music,,,,,,,,,,,,
Jupiter,TOOLS 4 HARDWORKERS 005,Beltran,,19/12/2025,310052,44,tech house,Beltools Records,,,,,,,,,,,,
Renegade,Renegade,Good Times Ahead;Heather Sommer,,19/12/2025,185600,41,,"Ultra Records, LLC",,,,,,,,,,,,
