Track Name,Album Name,Artist Name(s),English Name Signals?,Release Date,Duration (ms),Popularity,Genres,Record Label,,,,,,,,,,,,
French Girls,French Girls,Dove Cameron,,02/05/2025,172166,55,,Disruptor Records/Columbia,,,,,,,,,,,,
On This Love,On This Love,Suki Waterhouse,,01/05/2025,169903,46,,Sub Pop Records,,,,,,,,,,,,
The Way I Love You,The Way I Love You,Jorja Smith,,01/05/2025,203813,40,,Famm Limited,,,,,,,,,,,,
"THE ATL EXPERIENCE - from the Short Film ""Red Clay""","THE ATL EXPERIENCE (from the Short Film ""Red Clay"")",2 Chainz;Ronald Isley;The Isley Brothers,,02/05/2025,267226,32,"southern hip hop,rap,quiet storm,motown,soul,classic soul,funk,northern soul","Gamebread, LLC / EMPIRE",,,,,,,,,,,,
Gnarly,Gnarly,KATSEYE,,30/04/2025,137316,88,k-pop,HYBE/Geffen,,,,,,,,,,,,
Ballyhoo,Ballyhoo,Green Day,,02/05/2025,165974,42,"punk,pop punk",Reprise,,,,,,,,,,,,
Animaru,Animaru,Mei Semones,,02/05/2025,161571,44,"japanese indie,indie jazz",Bayonet Records,,,,,,,,,,,,
Final Days,Lucius,Lucius,,02/05/2025,282293,33,,Fantasy,,,,,,,,,,,,
Bleed On Paper,Evangeline vs. The Machine,Eric Church,,02/05/2025,339333,46,"country,acoustic country",EMI Music Nashville (ERN),,,,,,,,,,,,
Me Prometí,Me Prometí,Ivan Cornejo,,01/05/2025,171788,72,"sad sierreño,corridos tumbados,música mexicana,corrido,sierreño",Interscope Records,,,,,,,,,,,,
Can’t Get Enough,Can’t Get Enough,Victoria Nadine;Kygo,,02/05/2025,165276,59,"norwegian pop,tropical house",Casablanca new/Republic Records,,,,,,,,,,,,
LIFT SERVICE,OMW2 REXDALE (DELUXE),NAV,,02/05/2025,138413,40,melodic rap,XO / Republic Records,,,,,,,,,,,,
Mind Reader (with Meghan Trainor),Mind Reader (with Meghan Trainor),Mimi Webb;Meghan Trainor,,02/05/2025,151810,48,,Epic,,,,,,,,,,,,
Burning Blue,Burning Blue,Mariah the Scientist,,02/05/2025,205724,71,alternative r&b,Buckles Laboratories/Epic,,,,,,,,,,,,
Is It Real (feat. Ravyn Lenae),We Live In A Society,Flume;JPEGMAFIA;Ravyn Lenae,,02/05/2025,169061,44,"future bass,experimental hip hop,alternative hip hop,experimental,alternative r&b,indie soul",Flume,,,,,,,,,,,,
Vespers,Pirouette,Model/Actriz,,02/05/2025,205870,37,"noise rock,industrial rock,post-punk",Dirty Hit,,,,,,,,,,,,
Voices,Voices,Damiano David,,02/05/2025,212487,54,,Sony Music Italy / Arista Records,,,,,,,,,,,,
Event of a Fire,Event of a Fire,Blondshell,,30/04/2025,235013,0,,Partisan Records,,,,,,,,,,,,
Sweet Love,Sweet Love,Burna Boy,,01/05/2025,212716,48,"afrobeats,afrobeat,afropop,afroswing,dancehall,afropiano",Spaceship/ Bad Habit/Atlantic Records,,,,,,,,,,,,
Different (with 42 Dugg),Different (with 42 Dugg),Lil Tjay;42 Dugg,,02/05/2025,178359,47,"brooklyn drill,melodic rap",TrenchKid Records,,,,,,,,,,,,
Bedrest,Bedrest,Hunxho,,01/05/2025,124540,48,,300 Entertainment,,,,,,,,,,,,
Gettin' in The Way - Spotify Singles,Gettin' in The Way - Spotify Singles,Sasha Keable,,30/04/2025,192425,40,uk r&b,The Flight Club Records,,,,,,,,,,,,
Better Than You,Better Than You,Briston Maroney,,28/04/2025,173880,27,,Atlantic Records,,,,,,,,,,,,
Car That Drove You Away,COUNTRY!,HARDY,,02/05/2025,184818,41,"country,country rock",Big Loud Records,,,,,,,,,,,,
La Buena Eras Tú,La Buena Eras Tú,Grupo Frontera;Neton Vega,,01/05/2025,202992,36,"cumbia norteña,banda,norteño,música mexicana,corrido,corridos tumbados,grupera,tejano,ranchera,corridos bélicos,electro corridos,dembow belico",Grupo Frontera,,,,,,,,,,,,
Found A Light (Beale Street),Found A Light (Beale Street),BADBADNOTGOOD;V.C.R,,29/04/2025,436130,46,,XL Recordings,,,,,,,,,,,,
Vacay,Vacay,Aminé,,02/05/2025,142962,48,,CLBN LLC,,,,,,,,,,,,
bad brain,Bad Brain,Samara Cyn,,30/04/2025,163042,44,,VANTA Music/VANTA Records,,,,,,,,,,,,
TRICK DADDY,LVRS PARADISE (SIDE A),Isaiah Falls,,02/05/2025,113184,47,dark r&b,LVRS ONLY LLC,,,,,,,,,,,,
Dancehall,Dancehall,HoneyLuv,,02/05/2025,162519,43,"afro house,tech house",Casablanca new/Republic Records,,,,,,,,,,,,
KOFFEE,KOFFEE,Original Koffee,,29/04/2025,147330,51,"dancehall,afrobeats,reggae",Promised Land Recordings,,,,,,,,,,,,
ODE TO A BLACK HOLE,And You Who Drowned in the Grief of a Golden Thing,KiNG MALA,,02/05/2025,223013,37,,Handwritten Records,,,,,,,,,,,,
Where Have You Been,Where Have You Been,Kelly Clarkson,,02/05/2025,237906,48,christmas,High Road Records,,,,,,,,,,,,
American Trail,American Trail,Dylan Gossett,,02/05/2025,255712,47,country,Dylan Gossett,,,,,,,,,,,,
The Hopefuls,The Diary of Living,Adam Melchor,,02/05/2025,205250,27,,R&R Digital,,,,,,,,,,,,
"The Catastrophe (Good Luck With That, Man)","The Catastrophe (Good Luck With That, Man)",Car Seat Headrest,,29/04/2025,328052,33,"midwest emo,indie rock",Matador,,,,,,,,,,,,
X n The City,X n The City,Jordan Adetunji,,01/05/2025,148000,46,sexy drill,300 Entertainment,,,,,,,,,,,,
"I'm Your Dirt, I'm Your Love",Jonatan,Yung Lean,,02/05/2025,171343,51,cloud rap,Yung Lean,,,,,,,,,,,,
Pookie,Day & Night,FIFTY FIFTY,,29/04/2025,152813,59,k-pop,ATTRAKT,,,,,,,,,,,,
All that Glitters is not Gold,All that Glitters is not Gold,Myd;Channel Tres;Trueno,,29/04/2025,171613,37,"french indie pop,french house,hip house,argentine trap",Ed Banger Records,,,,,,,,,,,,
BUTTERFLY KISSES,BUTTERFLY KISSES,Rico Nasty,,01/05/2025,122933,24,,Fueled By Ramen,,,,,,,,,,,,
Back Back,Set The Tone,ZEDDY WILL;French Montana,,02/05/2025,121442,44,jersey club,Power Moves Inc.,,,,,,,,,,,,
FIRST TIME,FIRST TIME,Matt Hansen,,02/05/2025,201429,61,,Matt Hansen,,,,,,,,,,,,
Olive Garden,Olive Garden,PUP,,29/04/2025,112165,16,"midwest emo,indie punk,emo,punk",Rise Records,,,,,,,,,,,,
Grieving,Grieving,Leith Ross,,02/05/2025,196453,33,,Republic Records,,,,,,,,,,,,
Believe It,Victory Lap,ELEVATION RHYTHM,,23/05/2025,112497,48,"worship,christian,christian pop,pop worship",Elevation Worship Records,,,,,,,,,,,,
U WON'T!,U WON'T!,INJI,,02/05/2025,121795,44,,INJI,,,,,,,,,,,,
HANDS UP,HANDS UP,MEOVV,,28/04/2025,192467,59,k-pop,Universal Music LLC,,,,,,,,,,,,
me u & pride,since yall say ion drop enough,4batz,,02/05/2025,199401,48,,BuVision,,,,,,,,,,,,
Heartthrob,Heartthrob,Indigo De Souza,,30/04/2025,193141,36,,Loma Vista Recordings,,,,,,,,,,,,
Lost Highway,Lost Highway,Kacey Musgraves,,30/04/2025,189607,41,,"Kacey Musgraves, under exclusive license to Lost Highway",,,,,,,,,,,,
Chasing Babies & Raising Dreams,Love & Light,Maddie & Tae,,02/05/2025,227373,38,country,Mercury Nashville,,,,,,,,,,,,
Cold Heart,Cold Heart,Nilüfer Yanya,,28/04/2025,225726,51,,Ninja Tune,,,,,,,,,,,,
Hiekka,Hiekka,Nicky Jam;Beéle,,02/05/2025,213333,78,"reggaeton,latin,latin afrobeats,pop urbano",Nicky Jam,,,,,,,,,,,,
Is It Mine (feat. Lady London),Why Not More? (Extended),Coco Jones;Lady London,,02/05/2025,172678,45,,High Standardz/Def Jam,,,,,,,,,,,,
Hunter (feat. Flowdan),Hunter (feat. Flowdan),Subtronics;Flowdan,,02/05/2025,220137,44,"riddim,dubstep,edm,deathstep,bass music,dub,drum and bass,grime,uk garage",Cyclops Recordings,,,,,,,,,,,,
Head in a Jar,Head in a Jar,Khamari,,02/05/2025,196451,58,indie r&b,Encore Recordings,,,,,,,,,,,,
speed (feat. Ty Dolla $ign & Rich The Kid),blame the chat,DDG;Ty Dolla $ign;Rich The Kid,,02/05/2025,168077,43,"trap soul,trap",DDG/Epic Records,,,,,,,,,,,,
304,304,E.K.E.;Sexyy Red,,02/05/2025,140769,44,,QCLG,,,,,,,,,,,,
I Need More Than This,I Need More Than This,House of Protection,,02/05/2025,264133,34,metalcore,Red Bull Records,,,,,,,,,,,,
Love Any Longer,Love Any Longer,Big Wild,,02/05/2025,265161,31,,Giant Music,,,,,,,,,,,,
Crushin',Crushin',J. Worra;Benni Ola,,02/05/2025,191040,29,"house,tech house",Three Six Zero Recordings,,,,,,,,,,,,
Lasso,Silver Deliverer,Aly & AJ,,02/05/2025,340402,34,,Aly & AJ Music LLC,,,,,,,,,,,,
Necklace,Watch My Necklace Swing,Gabriella Rose,,02/05/2025,173181,51,,RIPNAPSTER2002,,,,,,,,,,,,
I Need A Truck,First Dance (The After Party),Maddox Batson,,02/05/2025,170181,44,,Prosper Entertainment/Warner Records,,,,,,,,,,,,
Mirror (feat. Jessy Lanza & Yaeji),Mirror (feat. Jessy Lanza & Yaeji),BAMBII;Jessy Lanza;Yaeji,,01/05/2025,168500,32,"art pop,alternative r&b",BAMBII,,,,,,,,,,,,
boom,boom,bbno$,,01/05/2025,163000,67,,bbno$$,,,,,,,,,,,,
WE ON GO,WE ON GO,BIA,,02/05/2025,168533,60,,Epic,,,,,,,,,,,,
Parriba (feat. Trueno),Parriba (feat. Trueno),Akapellah;Trueno,,01/05/2025,200412,42,"latin hip hop,argentine trap",WEA Latina,,,,,,,,,,,,
LANDMiNE,LANDMiNE,skuzland;Lillith,,01/05/2025,195937,28,"bedroom pop,alternative r&b,hyperpop",skuzland,,,,,,,,,,,,
Entertainer,Safe,NewDad,,02/05/2025,203370,32,lo-fi indie,Atlantic Records UK,,,,,,,,,,,,
baja bird,baja bird,quinnie,,01/05/2025,228681,29,bedroom pop,The System,,,,,,,,,,,,
Take Me Down,The Roaming,Josephine Illingworth,,02/05/2025,267998,16,,Regal,,,,,,,,,,,,
The First Time Ever I Saw Your Face (with Hozier),The First Time Ever I Saw Your Face (with Hozier),Barbra Streisand;Hozier,,30/04/2025,273748,39,adult standards,Columbia,,,,,,,,,,,,
I Don't Want You (feat. Charles Wesley Godwin),I Don’t Want You,Hailey Whitters;Charles Wesley Godwin,,02/05/2025,199711,41,"country,red dirt",Pigasus Records / Big Loud Records,,,,,,,,,,,,
money,money,Tiana Major9,,29/04/2025,178536,33,"uk r&b,alternative r&b",+1 Records,,,,,,,,,,,,
Microwave,Orange Tape,Ro$ama;BigXthaPlug,,02/05/2025,107520,63,southern hip hop,600 ENT under exclusive license to UnitedMasters LLC,,,,,,,,,,,,
Sign Language,Excelsior,Benny The Butcher;Harry Fraud,,02/05/2025,170980,34,boom bap,"Black Soprano Family, LLC",,,,,,,,,,,,
AY,Reasons To Call You,Sara Kays,,02/05/2025,202630,34,,VERSION III,,,,,,,,,,,,
DELILAH,DELILAH,Bktherula,,02/05/2025,193869,39,sexy drill,Warner Records,,,,,,,,,,,,
Gotta Have It,Gotta Have It,KETTAMA,,30/04/2025,264755,6,"hard house,uk garage,house",Steel City Dance Discs,,,,,,,,,,,,
DAMAGE,DAMAGE,Lights,,27/09/2024,201217,0,,Lights Music Inc.,,,,,,,,,,,,
Metal,Metal,The Beths,,28/04/2025,283253,37,"indie rock,power pop",Anti/Epitaph,,,,,,,,,,,,
She's All Time - feat. Nina Nesbitt,Golden Wolf,DOPE LEMON;Nina Nesbitt,,02/05/2025,194265,43,,BMG Rights Management (Australia) Pty Ltd.,,,,,,,,,,,,
Daddy's DNA,Daddy's DNA,Brandon Lake,,29/04/2025,270925,50,"worship,christian,ccm",Provident Label Group,,,,,,,,,,,,
PLÁSTICO,NO VAYAS A ATENDER CUANDO EL DEMONIO LLAMA I,Lali;Duki,,30/04/2025,179289,48,"argentine trap,trap,trap latino",Sony Music Argentina,,,,,,,,,,,,
Kiss Me Like You're Leaving,Kiss Me Like You're Leaving,Jem Cassar-Daley,,30/04/2025,220662,35,,Civilians,,,,,,,,,,,,
Stars Above,Stars Above,Swoosh;bad tuner,,02/05/2025,190078,51,disco house,Southern Fried Records,,,,,,,,,,,,
A Cowboy Song,A Cowboy Song,Kean Kavanagh,,30/04/2025,214008,35,,HEAVEN-SENT,,,,,,,,,,,,
