Track Name,Album Name,Artist Name(s),English Name Signals?,Release Date,Duration (ms),Popularity,Genres,Record Label,,,,,,,,,,,,
MUÑEQUITA,MUÑEQUITA,Clave Especial;Grupo Marca Registrada,,11/09/2025,166132,66,"corrido,corridos tumbados,corridos bélicos,música mexicana,electro corridos,norteño,banda,sad sierreño,sierreño,dembow belico",Streetmob Records,,,,,,,,,,,,
Sweet Tea,Sweet Tea,Ink,,12/09/2025,208750,22,,Big Loud Records,,,,,,,,,,,,
My Meridian,My Meridian,Muscadine Bloodline,,12/09/2025,145381,49,"country,red dirt,texas country","Stancaster Music, LLC",,,,,,,,,,,,
Art Museum (2am),Art Museum (2am),Cautious Clay,,12/09/2025,130189,41,,Fantasy,,,,,,,,,,,,
Tied To You (feat. Medium Build),Tied To You (feat. Medium Build),Lori McKenna;Medium Build,,12/09/2025,220525,41,"americana,alt country",CN Records,,,,,,,,,,,,
Forever,Forever,ILLENIUM;Tom Grennan;Alna,,12/09/2025,171200,64,"melodic bass,future bass,edm","Illenium, LLC",,,,,,,,,,,,
Last Shot,Last Shot,VALORANT;templuv;347aidan,,03/09/2025,184517,63,,Riot Games,,,,,,,,,,,,
Atlanna,Magic City,Jermaine Dupri;CeeLo Green,,12/09/2025,245353,34,southern hip hop,So So Def,,,,,,,,,,,,
Backyard (with JID),Backyard (with JID),TiaCorine;JID,,12/09/2025,203590,46,,South Coast Music Group/Interscope Records,,,,,,,,,,,,
Madeline,Madeline,Carter Vail,,11/09/2025,217584,46,,"Biggest Boy, Inc./RCA Records",,,,,,,,,,,,
To The Sandals,To The Sandals,Dove Ellis,,10/09/2025,248932,48,,Black Butter Records,,,,,,,,,,,,
Rainbow Gal,Rainbow Gal,Cavetown,,12/09/2025,142333,48,bedroom pop,Futures Music Group,,,,,,,,,,,,
Dent,Dent,Danielle Bradbery,,12/09/2025,192458,50,country,Danielle Bradbery,,,,,,,,,,,,
Tennessee,Tennessee,Kesha;Orville Peck;Hudson Mohawke;Tayla Parx,,11/09/2025,156186,44,alt country,Futures (All Proceeds Donated to Charity),,,,,,,,,,,,
CURIOUS (feat. Toro y Moi),CURIOUS (feat. Toro y Moi),Sam Gellaitry;Toro y Moi,,08/09/2025,230538,48,chillwave,Major Recordings/Warner Records,,,,,,,,,,,,
UNCONDITIONAL,UNCONDITIONAL,NOTION;nate sib,,12/09/2025,181294,55,"bassline,bass house,uk garage,drum and bass,hyperpop,electroclash",Polydor Records,,,,,,,,,,,,
Daddy's Girl,MadRaps,Rapsody;Madlib,,12/09/2025,130263,36,"alternative hip hop,experimental hip hop,jazz rap,plunderphonics","We Each Other, Inc., Jamla Records, under exclusive license to Roc Nation Distribution, LLC",,,,,,,,,,,,
Two First Names,When I Write The Song,Jake Worthington,,12/09/2025,248053,43,"traditional country,texas country,honky tonk,red dirt,country",Big Loud Records,,,,,,,,,,,,
What You Need,What You Need,Jay Som;Soft Glas,,09/09/2025,230513,27,"dream pop,indie pop,bedroom pop",Lucky Number,,,,,,,,,,,,
ORDINARY LOSS,ORDINARY LOSS,HEALTH,,11/09/2025,233807,47,"noise rock,industrial,witch house,industrial rock,industrial metal",Loma Vista Recordings,,,,,,,,,,,,
DoorDash (OMG),I NEVER GAVE AF,Raq baby,,10/09/2025,230422,58,chicago drill,Santa Anna,,,,,,,,,,,,
COME AND FIND YOU,COME AND FIND YOU,Sudan Archives,,10/09/2025,230800,30,"alternative r&b,indie soul",Stones Throw Records,,,,,,,,,,,,
Me Gusta,Me Gusta,Eli Brown;GeezLy,,12/09/2025,190652,48,"techno,tech house,dembow","Ultra Records, LLC",,,,,,,,,,,,
Haciendo Memoria,Haciendo Memoria,Los Plebes del Rancho de Ariel Camacho;Peso Pluma,,10/09/2025,187034,75,"banda,sierreño,corrido,norteño,música mexicana,corridos tumbados,corridos bélicos,sad sierreño",JG Music,,,,,,,,,,,,
Drag,Drag,Yumi Zouma,,12/09/2025,169693,49,dream pop,Nettwerk Music Group,,,,,,,,,,,,
Let Down,Blush Response,Acopia,,12/09/2025,196426,32,,Scenic Route Records,,,,,,,,,,,,
My Bad,My Bad,George Birge,,12/09/2025,152466,50,country,RECORDS Nashville,,,,,,,,,,,,
good grief!,good grief!,Jervis Campbell,,12/09/2025,187303,49,"christian folk,christian pop,worship,christian alternative rock,christian",JC,,,,,,,,,,,,
Slow Burn,Slow Burn,Sadie Jean,,12/09/2025,193306,52,,Sadie Jean,,,,,,,,,,,,
Dip (feat. Ty Dolla $ign & Blxst),Dip,Wallie the Sensei;Ty Dolla $ign;Blxst,,12/09/2025,196631,39,trap soul,Cactus Jack Records,,,,,,,,,,,,
ITS SO BEAUTIFUL,IT'S SO BEAUTIFUL,FACESOUL,,12/09/2025,211970,35,,Facesoul,,,,,,,,,,,,
REMIND ME,REMIND ME,Chase Atlantic,,12/09/2025,214761,57,,Fearless Records,,,,,,,,,,,,
Dingus,Dingus,Subtronics;Wooli;LEVEL UP,,12/09/2025,218482,54,"riddim,dubstep,edm,deathstep,bass music,dub,melodic bass,future bass",Cyclops Recordings,,,,,,,,,,,,
Dreamin',Ridin' (Deluxe),Cuco,,12/09/2025,233051,52,bedroom pop,"Walk The Trail, Inc, under exclusive license to Interscope Records",,,,,,,,,,,,
MISUNDERSTOOD,The Misunderstood EP,hannah bahng,,12/09/2025,188826,52,,BAHNG ENTERTAINMENT LLC,,,,,,,,,,,,
What He Does,What He Does,Alexandra Kay,,12/09/2025,205973,42,,Wheelhouse Records,,,,,,,,,,,,
Change My Mind,Change My Mind / Dare To Fall In Love,Phantastic Ferniture,,10/09/2025,181393,44,,Virgin Music Label And Artist Services Australia (P&D),,,,,,,,,,,,
Fall In Your Arms,JAMES.,James Vickery,,12/09/2025,218189,31,uk r&b,Red Bull Records,,,,,,,,,,,,
Menace to Society,Menace to Society,El Cousteau,,14/08/2025,135549,17,,Super Cousteau,,,,,,,,,,,,
GIRL I WANT YOU,GIRL I WANT YOU,Paperwater,,11/09/2025,211653,48,,Wet Paper Records,,,,,,,,,,,,
PEACE,PEACE,Speed,,09/09/2025,137480,39,"hardcore,hardcore punk",Flatspot Records,,,,,,,,,,,,
Waiting For Love,Waiting For Love,Anna of the North,,12/09/2025,269047,49,,Play It Again Sam,,,,,,,,,,,,
Making Love to Morgan Wallen,Making Love to Morgan Wallen,Limp Bizkit,,12/09/2025,249048,69,"nu metal,rap metal,alternative metal,rap rock",Hollywood Records,,,,,,,,,,,,
Sewers,weirdthrob,mehro,,09/09/2025,248553,6,,Heroine Music Group,,,,,,,,,,,,
Is Anybody Out There?,Is Anybody Out There?,Allie X,,12/09/2025,228582,36,,Allie X,,,,,,,,,,,,
Better,Better,nimino;Manta,,08/09/2025,238320,73,"stutter house,melodic house",Counter Records,,,,,,,,,,,,
MR.WACKO,GAME OVER,TruththeBull,,12/09/2025,117514,47,,SLANG X Influence,,,,,,,,,,,,
Cursive (feat. Manchester Orchestra),A Quiet and Harmless Living,Matt Maeson;Manchester Orchestra,,12/09/2025,227920,57,,Atlantic Records,,,,,,,,,,,,
I Wonder,East of the Sun...,Saga Faye,,12/09/2025,175339,41,,Universal-Island Records Ltd.,,,,,,,,,,,,
Stay On Me,Stay On Me,Sophie Ellis-Bextor,,11/09/2025,187557,38,,Decca (UMO),,,,,,,,,,,,
Celosa,Celosa,Ke Personajes;J Balvin,,11/09/2025,202457,61,"cumbia,cuarteto,reggaeton,latin",Ke Personajes,,,,,,,,,,,,
The Moment,Bite Reality,Cafuné,,12/09/2025,137844,43,,Cafuné,,,,,,,,,,,,
Me and You,"Pale, Through the Window",Ruston Kelly,,12/09/2025,162200,34,americana,Rounder,,,,,,,,,,,,
MAN ABOVE,MAN ABOVE,Aaron Cole;nobigdyl.,,12/09/2025,188986,46,"christian hip hop,gospel r&b,christian pop,christian",RCA Inspiration,,,,,,,,,,,,
No Lies Detected [Blind],"Create, Destroy, Rebuild, Repeat",Oxymorrons,,12/09/2025,169717,32,,Oxymorrons,,,,,,,,,,,,
