Rank,Track Name,Album Name,Artist Name(s),English Name Signals?,Release Date,Duration (ms),Popularity,Genres,Record Label
34,Love In The Middle,Love In The Middle,Kevin Ross,,24/01/2025,261273,37,neo soul,Art Society Music Group (AMG) / EMPIRE
35,Pray,Pray,Lauren Spencer Smith,,24/01/2025,178000,58,,"Three Name Productions, Inc./ Island Records & Republic Records"
36,Those Kind Of Women,Those Kind Of Women,Lauren Alaina,,22/01/2025,192349,36,country,Big Loud Records
37,Burnout Days,Burnout Days,flipturn,,24/01/2025,218272,54,,Dualtone Music Group
38,"Not Hell, Not Heaven","Not Hell, Not Heaven",Scowl,,21/01/2025,181027,0,"hardcore punk,riot grrrl,hardcore",Dead Oceans
39,Feliz Año Nuevo,Feliz Año Nuevo,Armenta;Manuel Turizo,,24/01/2025,207000,36,"corridos tumbados,corrido,electro corridos,sad sierreño,corridos bélicos,reggaeton mexa,reggaeton,pop urbano,latin,colombian pop",WEA Latina
40,Coco Chanel,Coco Chanel,Loe Shimmy;Trippie Redd,,21/01/2025,156097,43,"sexy drill,melodic rap",Open Shift Distribution
41,Even If It Kills Me,Even If It Kills Me,Papa Roach,,22/01/2025,212239,68,"nu metal,rap metal,alternative metal,rap rock,rock","New Noize Records, Inc."
42,Control Of Me (feat. Daecolm),Control Of Me (feat. Daecolm),Topic;Daecolm,,24/01/2025,195291,63,afro house,Intercord
43,"Dear Me - From The Original Documentary ""Diane Warren: Relentless""","Dear Me (From The Original Documentary ""Diane Warren: Relentless"")",Kesha,,24/01/2025,200076,33,,Kemosabe Records/RCA Records
44,Night Diving,Night Diving,Max McNown,,24/01/2025,215466,50,,Fugitive Recordings
45,Mine Tomorrow,Mine Tomorrow,Hudson Westbrook,,24/01/2025,200757,0,country,RiverHouse Artists
46,Enything,Enything,"quickly, quickly",,22/01/2025,281526,0,"lo-fi,lo-fi beats,lo-fi hip hop",Ghostly International
47,"Give Thanks, Give Praise",it's Franky baby!,Young Franco;General Levy;Tommy Villiers,,24/01/2025,221602,54,"jungle,ragga,drum and bass,uk garage,liquid funk,rally house",Universal Music Australia Pty. Ltd.
48,Pop It Off,Pop It Off,Tyga;Lil Wayne,,24/01/2025,189600,52,"rap,hip hop",Last Kings Music / EMPIRE
49,Paid N Full,Paid N Full,OHGEESY,,24/01/2025,131764,46,,300 Entertainment
50,MOB,MOB,Kal Banx;SiR,,24/01/2025,157500,6,"alternative r&b,neo soul",Top Dawg Entertainment
51,El 3,El 3,Victor Mendivil;Oscar Maydon,,24/01/2025,165000,1,"electro corridos,dembow belico,corrido,corridos tumbados,corridos bélicos,sad sierreño,sierreño",Rico o Muerto Music LLC
52,Monsters,Monsters,Nova Twins,,20/01/2025,211786,34,,Marshall Records
53,PROTECT THE CROSS,PROTECT THE CROSS,JPEGMAFIA,,20/01/2025,169496,41,"experimental hip hop,alternative hip hop,experimental",PEGGY
54,Time's Up,Time's Up,Kacy Hill;6LACK,,24/01/2025,179397,31,,Nettwerk Music Group
55,Different Ways,Different Ways,No Guidnce,,24/01/2025,208379,43,uk r&b,NG Records
56,materiaL hor$e,v.i.p. - very important pony,horsegiirL,,24/01/2025,94000,45,,Three Six Zero Recordings
57,Slow Motion,Slow Motion,Alessia Cara,,24/01/2025,203419,39,,"EP Entertainment, LLC / Def Jam"
58,Place They Call Home (feat. Flatland Cavalry),Place They Call Home (feat. Flatland Cavalry),The Castellows;Flatland Cavalry,,24/01/2025,208750,43,"texas country,red dirt,country",Warner Records Nashville/Warner Records
59,Three Six Five,"Three Six Five / Dance, Kid, Dance",Shinedown,,24/01/2025,220190,62,"post-grunge,alternative metal,rock",Atlantic Records
60,Poppin,Poppin,SAINt JHN,,24/01/2025,166363,30,,GODD COMPLEXX
61,CAN'T GET RIGHT,CAN'T GET RIGHT,Lefty Gunplay;JasonMartin,,24/01/2025,137142,36,"mexican hip hop,hyphy,west coast hip hop",OTR Records / 50million / Futuristic Music Group / EMPIRE
62,EX ASS,EX ASS,iZaak;De La Rose,,24/01/2025,157500,64,,WEA Latina
63,Somebody's Son (feat. Lindsey Buckingham),Ask That God (Deluxe),Empire Of The Sun;Lindsey Buckingham,,24/01/2025,205966,50,,EMI Recorded Music Australia Pty Ltd
64,Focus,Focus,Aqyila,,24/01/2025,183488,37,,Sony Music Canada
65,look what you're doing to me,look what you're doing to me,ratbag,,23/01/2025,264289,36,,Universal Music New Zealand Limited
66,Here Lies the Fool,Here Lies the Fool,Kameron Marlowe,,24/01/2025,252208,46,country,Columbia Nashville
67,Spin,Spin,Madison Watkins,,24/01/2025,210500,23,,Essential Records
68,Never Gonna Let You Go,Memory Bank,Drew Holcomb;Ellie Holcomb;Drew Holcomb & The Neighbors,,24/01/2025,173600,32,"christian folk,christian,worship",Magnolia Music
69,Killed For Sport,Killed For Sport,Baby Nova,,22/01/2025,254954,0,,"Artist Partner Group, Inc."
70,"Easy Love, Pt. 1","Easy Love, Pt. 1",Larkin Poe,,22/01/2025,247077,8,"blues rock,modern blues,blues,roots rock",Tricki-Woo
71,DOES GOD CRY?,DOES GOD CRY?,Nessa Barrett,,24/01/2025,218653,44,,Warner Records
72,Arm's Length,Arm's Length,Sam Fender,,24/01/2025,239600,56,,Polydor Records
73,TTYLSOS,Cameraman,DWLLRS,,24/01/2025,147885,35,,DWLLRS PS/ Island
74,Earthstar,Earthstar,Hannah Cohen,,23/01/2025,243455,39,,Bella Union
75,Corazón Puro,Corazón Puro,Rvfv;Morad;Rels B,,24/01/2025,226285,2,"flamenco urbano,flamenco,urbano latino,trap latino",NASTU MUSIC distributed by Altafonte
76,SXY,SXY,HUGEL;Vidojean X Oliver Loenn;Mr Alameyo,,24/01/2025,131707,45,"latin house,afro house,techengue,afro tech",Tomorrowland Music
77,Not What You Think,Not What You Think,REASON;Bas,,24/01/2025,210020,31,,Do More Records
78,Scared Of The Pu**y,Scared Of The Pu**y,BabyDrill,,22/01/2025,146745,29,,Not specified
79,Man Made of Meat,Man Made of Meat,Viagra Boys,,23/01/2025,189947,45,"post-punk,egg punk",Shrimptech Enterprises
80,Collect Sadness,Raw Blue,Whirr,,21/01/2025,320993,26,"shoegaze,slowcore,dream pop",Free Whirl Records
81,SEGUNDO INTENTO,SEGUNDO INTENTO,Aitana,,23/01/2025,191368,55,,Universal Music Spain S.L.
82,Winter & Summer,Winter & Summer,Magixx,,22/01/2025,194785,35,"afrobeats,afrobeat,afro r&b,afropop,afro soul,afropiano",Mavin Global Holdings Ltd
83,Is It Just Me?,Is It Just Me?,Mike Posner,,24/01/2025,179062,40,,Arista
84,DROP!,DROP!,Forrest Frank,,24/01/2025,234271,2,"christian,christian pop,christian hip hop,worship,christian lo-fi,gospel r&b",river house records
85,LIE TO ME,LIE TO ME,Graham Barham,,24/01/2025,164133,0,country,Sony Music Nashville
86,Brainstorm,Brainstorm,Livingston,,24/01/2025,179174,44,,Big Up Entertainment/Livingston
87,Act of God,Act of God,Layton Giordani;Linney;Sarah de Warren,,24/01/2025,232558,50,"techno,melodic techno,tech house,acid techno,melodic bass,trance",Experts Only
88,Top,Superficial 2: Heidiwood Edition,Heidi Montag,,24/01/2025,151764,24,,Pratt Productions
89,Joey Story,Joey Story,Nino Paid,,22/01/2025,128772,52,,Signal Records/Columbia
90,Here,Here,Bathe,,22/01/2025,187253,25,"alternative r&b,indie r&b",MNRK Records LP
91,Oh Death,Oh Death,MercyMe,,24/01/2025,211542,29,"christian,ccm,worship,christian rock,christian alternative rock,christian pop",Fair Trade Services
92,Un 2X3,Origen,Adriel Favela;Carín León,,24/01/2025,174485,42,"corrido,banda,corridos tumbados,sierreño,corridos bélicos,sad sierreño,norteño,ranchera,grupera",FONO
93,POMPEII STATUES,LOWER,Benjamin Booker,,24/01/2025,233305,28,"modern blues,blues rock",Fire Next Time Records
94,Pull Up,Pull Up,Zillionaire Doe;BossMan Dlow,,22/01/2025,216283,36,,Collective Music Group
95,FREE SMURK OFNG,FREE SMURK OFNG,Chuckyy,,21/01/2025,199741,51,chicago drill,Santa Anna
96,Won't Be Long,Won't Be Long,AJ Mitchell,,24/01/2025,161573,18,,Vol 1 Records
97,Wrenches,Wrenches,quannnic,,24/01/2025,301976,0,shoegaze,deadAir
98,Jenni,Jenni,Kashus Culpepper,,24/01/2025,209387,44,,Big Loud / Mercury Records
99,Drunk Talk,Drunk Talk,DoFlame,,24/01/2025,151394,17,,Blue Grape Music Inc.
100,my love,a few thoughts,mou,,23/01/2025,229036,0,indie jazz,mou
