Rank,Track Name,Album Name,Artist Name(s),English Name Signals?,Release Date,Duration (ms),Popularity,Genres,Record Label
53,Marble Arch,Marble Arch,Erin LeCount,,21/03/2025,191937,57,,Erin LeCount / Good As Gold Records
54,Come With Me (feat. Jorja Smith),Come With Me (feat. Jorja Smith),Major League Djz;Jorja Smith,,18/03/2025,214886,55,"amapiano,3 step,private school piano,afropiano,gqom,afro house,bacardi,afro tech",Columbia
55,Do It Like Me,Creek,nimino,,21/03/2025,195937,48,"stutter house,melodic house",Counter Records
56,La Pelirroja,La Pelirroja,Sebastian Yatra,,21/03/2025,164745,54,"colombian pop,reggaeton",Universal Music Latino
57,Been So Long,Been So Long,Durand Jones & The Indications;Aaron Frazer,,19/03/2025,196213,4,retro soul,Dead Oceans
58,Babygirl,Babygirl,The Black Keys,,21/03/2025,174059,41,"blues rock,garage rock,modern blues,rock",Easy Eye Sound/Warner Records
59,Never Forget You,Never Forget You,AFROJACK,,21/03/2025,184349,53,"edm,big room",Wall Recordings
60,less is more (with Skepta),LONDON,Plaqueboymax;Skepta;5STAR,,20/03/2025,164571,56,"grime,uk grime",Capitol Records
61,Uh Oh,Uh Oh,ZEDDY WILL,,21/03/2025,148184,38,jersey club,Power Moves Inc
62,WASH,WASH,Jon Bellion,,21/03/2025,219893,50,,Jon Bellion
63,R.I.P.,R.I.P.,half•alive;The Walters,,21/03/2025,184259,42,,Half Alive
64,Vida Nueva,Vida Nueva,pablopablo,,20/03/2025,169375,36,latin indie,pablopablo
65,Total euphoria,Total euphoria,caroline,,18/03/2025,270205,31,"slowcore,post-rock",Rough Trade
66,Paul.,Midwest Rock & Roll,Ryan Hurd,,21/03/2025,309777,15,country,Big Machine Records
67,Testify,The Expression,Moses Bliss;Membrane,,21/03/2025,183332,25,"afrogospel,gospel,worship,noise rock",Spotlite Nation
68,Fantasy (with Raveena),Fantasy (with Raveena),Luna Li;Raveena,,21/03/2025,234812,32,"alternative r&b,indie soul",In Real Life Music
69,DSTM,DSTM,ONE OR EIGHT,,19/03/2025,176714,53,,avex trax
70,Bby Boi,Inside Voice(s),Bathe,,21/03/2025,175346,17,"alternative r&b,indie r&b",MNRK Records LP
71,Drunk Girls in Bathrooms,Drunk Girls in Bathrooms,Maddie & Tae,,21/03/2025,206706,28,country,Mercury Nashville
72,Galt,Galt,LP Giobbi,,21/03/2025,185433,32,house,Yes Yes Yes
73,I Hate You,I Hate You,Lil Poppa,,20/03/2025,180062,37,,CMG/Interscope Records
74,Foolish Pleasure,Foolish Pleasure,The Knocks;Dragonette,,21/03/2025,161862,32,nu disco,Neon Gold
75,You got time and I got money,You got time and I got money,Smerz,,19/03/2025,271583,65,,Escho
76,Dinner,Dinner,Adam Klobi,,21/03/2025,228000,60,,Darkroom Records
77,sí pero no,sí pero no,RaiNao;Randy Nota Loca,,19/03/2025,262519,41,reggaeton,Rimas Entertainment LLC.
78,Abrázame Fuerte,GIRASOLES,Jay Wheeler,,21/03/2025,208635,52,reggaeton,Linked Music / Dynamic Records / EMPIRE
79,YOU & I,YOU & I,Kofi Dartey;CalledOut Music,,21/03/2025,175915,27,"afrogospel,gospel r&b,gospel,christian reggae,worship,christian pop,christian",Minstrel Records
80,Northern Star,Postcards to Heaven,Lily Meola,,17/03/2025,161931,36,,Nettwerk Music Group
81,Kid Myself,Kid Myself,John Morgan,,21/03/2025,209066,48,country,Broken Bow Records
82,Forget,Forget,Sorry My Love;Waterparks;Dillon Francis;Albert Hype,,21/03/2025,153133,38,"pop punk,moombahton,edm,electro house",Photo Finish Records
83,KNOW ABOUT ME,Fe3O4: FORWARD,NMIXX,,17/03/2025,165773,65,k-pop,Republic Records - NMIXX
84,WTHELLY,WTHELLY,Rob49,,21/03/2025,137666,58,,Geffen Records
85,Ivory,Ivory,Dylan Hughes,,19/03/2025,167708,33,,Encore Recordings
86,"fuck, marry, kill","fuck, marry, kill",Amelia Moore,,20/03/2025,205097,49,,Amelia Moore Republic
87,Therapy Sessions ft. Lingo,I'm Him 2,Kevin Gates;Lingo,,19/03/2025,218823,46,,Artist Partner Group
88,Keep It P,Insomnia,Money Man;DaBoii,,21/03/2025,161250,37,hyphy,Black Circle / EMPIRE
89,Ghost,Ghost,TheARTI$t,,21/03/2025,201739,35,,"No More Heroes, LLC/Santa Anna"
90,Jan-17,Jan-17,DEBBY FRIDAY,,20/03/2025,252180,23,,Sub Pop Records
91,Deja Vu,Deja Vu,Jea Mira,,21/03/2025,175082,35,,Jea Mira
92,Maybe it Takes Time,EARTHBREAKS,The South Hill Experiment,,21/03/2025,185200,42,,The South Hill Experiment
93,Priti,Priti,Danny Ocean;Sech,,20/03/2025,130968,70,"reggaeton,urbano latino",Atlantic Records
94,Guaro con Ron,Guaro con Ron,Sofía Reyes;Alan Walker,,21/03/2025,148454,48,latin pop,WEA Latina
95,Iron Feet,45 Pounds,YHWH Nailgun,,21/03/2025,105425,31,noise rock,Many Hats Distribution
96,Here We Go Again,Was I(t) Worth It?,Sofia Camara,,21/03/2025,166910,51,,21 Entertainment JV
97,Everything Designer,Everything Designer,Droogie Otis;Madlib;Your Old Droog;Boldy James,,21/03/2025,143376,22,"jazz rap,alternative hip hop,experimental hip hop,plunderphonics,underground hip hop,boom bap","Madlib Invazion, LLC"
98,Gotta Move,Gotta Move,Bless You,,21/03/2025,179125,53,deep house,One Seven Music
99,Money,Money,JAY1;Chandler Jewels,,20/03/2025,137571,26,"grime,uk drill,uk grime,drill",One Wave
100,Villain,Villain,Annahstasia,,20/03/2025,270520,27,,drink sum wtr
