Rank,Track Name,Album Name,Artist Name(s),English Name Signals?,Release Date,Duration (ms),Popularity,Genres,Record Label
25,WOAHH (feat. Clarent),WOAHH (feat. Clarent),Rvssian;Young Miko;Omar Courtz;Clarent,,13/03/2025,259333,73,trap latino,Sony Music Latin
26,Check Please (feat. Lil Jairmy & MG Lil Bubba),Check Please (feat. Lil Jairmy & MG Lil Bubba),That Mexican OT;Sauce Walka;Lil Jairmy;Mg Lil Bubba,,14/03/2025,205262,48,,STB Entertainment
27,OverTh!nking,OverTh!nking,LUCKI,,14/03/2025,95147,52,cloud rap,Lucki / EMPIRE
28,FEEL THE BA$S (Prelude) [feat. BEAM],FEEL THE BA$S (Prelude) [feat. BEAM],Josh Levi;BEAM,,14/03/2025,97371,48,,Atlantic Records / Raedio
29,Safeandsound,Safeandsound,Parcels,,12/03/2025,277617,49,indie soul,PARCELS MUSIC GbR
30,Talk,Talk,Lucy Dacus,,12/03/2025,197706,0,,"Lucy Dacus, under exclusive license to Geffen Records."
31,Sword,Sword,Wisp,,14/03/2025,146504,9,shoegaze,Music Soup/Interscope Records
32,"Moon, Sea, Devil","Moon, Sea, Devil",Florist,,10/03/2025,136471,21,,Double Double Whammy
33,Esa noche,Vibras De Noche II,Eslabon Armado;Macario Martínez,,13/03/2025,198064,59,"corridos tumbados,sad sierreño,corrido,sierreño,música mexicana,corridos bélicos,mexican indie,latin indie",Armado Records
34,Still Gonna Love You,Bouquet (Deluxe),Gwen Stefani,,14/03/2025,210186,32,,Interscope Records
35,First Love,First Love,MacKenzie Porter;Jake Etheridge;Thelma & James,,14/03/2025,187787,46,country,Big Loud Records
36,Just As Long As We're Together,Just As Long As We're Together,Jalen Ngonda,,13/03/2025,194992,63,retro soul,DAPTONE RECORDS
37,On & On,On & On,Sub Focus;bbyclose,,14/03/2025,184827,64,"drum and bass,liquid funk",Positiva
38,permission slip,permission slip,310babii;BabyTron,,14/03/2025,173241,33,,HIGH IQ / EMPIRE
39,NUBES,NUBES,Ovy On The Drums;Lucky Brown;Darell,,12/03/2025,178224,70,"reggaeton,reggaeton chileno,chilean mambo,chilean trap,mambo,rkt,trap latino,dembow,urbano latino",WEA Latina
40,Death Do Us Part,Death Do Us Part,Royal & the Serpent,,14/03/2025,179023,38,,Atlantic Records
41,My 45 (with Jean Carter),My 45 (with Jean Carter),Cuco;Jean Carter,,14/03/2025,178841,0,bedroom pop,"Walk The Trail, Inc, under exclusive license to Interscope Records"
42,Make Me Forget,Make Me Forget,Sub Urban,,14/03/2025,185179,43,,Sub Urban
43,JUMP,JUMP,Mura Masa,,10/03/2025,180165,30,,Pond Recordings
44,Be There Still,Be There Still,Davido,,14/03/2025,195789,53,"afrobeats,afrobeat,afropop,afropiano,azonto,amapiano,hiplife,afroswing,afro r&b",Columbia
45,"Afraid, Pt. 2 - feat. Xenia Manasseh","Afraid, Pt. 2 (feat. Xenia Manasseh)",Xavier Omär;Xenia Manasseh,,14/03/2025,180000,33,"alternative r&b,afro r&b,afro soul,alté",BMG Rights Management (US) LLC
46,Who Wants,Who Wants,Jade Bird,,14/03/2025,205448,22,folk pop,Glassnote Music LLC
47,She Drives Away,She Drives Away,Jon Pardi,,14/03/2025,189546,40,"country,acoustic country",Capitol Records Nashville
48,Only Love,Only Love,Mia Wray,,11/03/2025,259773,24,,Mushroom Music
49,CUT THE LIGHTS. - CHAMPIONSHIP VERSION,CUT THE LIGHTS.,Armani White,,14/03/2025,164453,29,,Armani White PS/ Def Jam
50,Wake Em Up,Wake Em Up,Murda Beatz;Rich The Kid,,14/03/2025,129729,42,trap,Murda Beatz Recordings
51,It Gets Better - Forever Mix,It Gets Better (Forever Mix),KETTAMA,,14/03/2025,252767,21,"hard house,uk garage,house",Steel City Dance Discs
52,BANSHEE,BANSHEE,FloyyMenor;J Balvin,,14/03/2025,187466,62,"reggaeton chileno,reggaeton,latin",FloyyMenor under exclusive license to UnitedMasters LLC
53,Bonnet Of Pins,Bonnet Of Pins,Matt Berninger,,11/03/2025,287293,43,,Concord Records
54,Make Believe,Make Believe,Mother Mother,,14/03/2025,179759,44,,WM Canada
55,"Goodbye, Sunshine",The Father of Make Believe,Coheed and Cambria,,14/03/2025,256028,47,,Coheed and Cambria
56,NuDivision,NuDivision,Casper Sage;Amindi,,14/03/2025,144220,32,"alternative r&b,indie soul,dancehall",Warner Records
57,Fault Line,The Garden,Bo Staloch,,14/03/2025,274607,31,,Capitol Records
58,Yesterday Is Dead,Yesterday Is Dead,Josiah Queen,,14/03/2025,165992,55,"christian folk,christian,worship,christian pop,christian country",F&L Music Group
59,if looks could kill,"hummingbird: no rain, no flowers (deluxe)",Carly Pearce,,14/03/2025,193166,38,country,"Big Machine Records, LLC"
60,Feel It For You,Feel It For You,PARISI,,14/03/2025,211409,36,"stutter house,melodic techno",FFRR
61,N***a Poetry,N***a Poetry,Chuckyy,,12/03/2025,194554,49,chicago drill,Santa Anna
62,Money Magnet (feat. Conway The Machine & Rome Streetz),Never Catch Us,Curren$y;Harry Fraud;Conway the Machine;Rome Streetz,,14/03/2025,202409,29,"southern hip hop,boom bap,east coast hip hop,underground hip hop","Jet Life Recordings / SRFSCHL, LLC"
63,Lovers To Enemies,Confessions of a Loverboy,No Guidnce,,14/03/2025,161139,49,uk r&b,NG Records
64,Fantastic Tomb,Fantastic Tomb,Ty Segall,,11/03/2025,350560,26,"garage rock,neo-psychedelic,psychedelic rock",Drag City
65,Like I Do,Like I Do,Dylan Gossett,,14/03/2025,257234,48,country,Dylan Gossett
66,TATÚ,TATÚ,Maria Becerra,,13/03/2025,200777,57,argentine trap,WEA Latina
67,Infinite,Infinite,The Man The Myth The Meatslab,,14/03/2025,196216,29,,Mutual Friends
68,Only Friends,Only Friends,BUNT.,,14/03/2025,158769,61,stutter house,Arista Records
69,Monster,Monster,colby!;Shaya Zamora,,14/03/2025,181230,44,christian folk,Free Flight Records; Hyphen Media Group
70,I wanna see my friends dicks,I wanna see my friends dicks,Jordan Firstman,,14/03/2025,150178,35,,Capitol Records
71,push you away,push you away,aldn,,12/03/2025,139742,40,"hyperpop,glitch",aldn
72,I'll Be Good,I'll Be Good,JayDon,,14/03/2025,212500,48,,Zoo/mega/gamma.
73,Go Yeezy,Go Yeezy,Babyfxce E,,12/03/2025,163218,37,,Atlantic Records
74,Scam Artist,Stuck In My Ways,Finesse2tymes,,14/03/2025,125180,25,,Mob Ties / Bread Gang / Atlantic Records
75,Come Down,Come Down,Corbin,,14/03/2025,229321,30,"cloud rap,emo rap",September Recordings
76,SMARTPHONE MAKE ME DUMB,SMARTPHONE MAKE ME DUMB,JP Saxe,,14/03/2025,157103,31,,Arista Records
77,lvl 6 - VIDEO GAMES,lvl 6 - VIDEO GAMES,Léa Sen,,11/03/2025,219299,21,,Partisan Records
78,Lift Me Up,Lift Me Up,Blessing Offor,,14/03/2025,201798,43,"christian,christian pop,worship,ccm",Bowyer and Bow
79,Let Him In Anyway,Let Him In Anyway,Blake Shelton,,14/03/2025,197280,39,country,Wheelhouse Records
80,Larissa - From Larissa: The Other Side Of Anitta,Larissa (From Larissa: The Other Side Of Anitta),Anitta,,14/03/2025,135231,41,"brazilian pop,funk pop,brazilian funk,funk carioca",Anitta
81,Like A Lullaby,Like A Lullaby,Third Eye Blind,,13/03/2025,145364,30,,Mega Collider Records
82,Another Boy,Another Boy,Provoker,,11/03/2025,177120,22,"darkwave,lo-fi indie,post-punk,cold wave",YEAR0001
83,50/50,50/50,Knox,,14/03/2025,193543,36,,Atlantic Records
84,UNDER OATH,UNDER OATH,Mozzy,,14/03/2025,170666,32,,Mozzy Records / EMPIRE
85,Take Me To The Sunlight,Take Me To The Sunlight,Rexx Life Raj;Mick Jenkins;BLK ODYSSY,,14/03/2025,228895,26,jazz rap,Rexx Life / EMPIRE
86,About Time,About Time,Zyah Belle;Ben Reilly,,12/03/2025,185074,17,"alternative r&b,neo soul",Third & Hayden Recordings
87,Cold Beer Can (feat. Stephen Wilson Jr.),Cold Beer Can (feat. Stephen Wilson Jr.),Dierks Bentley;Stephen Wilson Jr.,,14/03/2025,163404,41,country,Capitol Records Nashville
88,Headless Hero,Georgie,Twin Shadow,,14/03/2025,211612,24,,Dom Recs
89,SENTIMIENTO NATURAL,SENTIMIENTO NATURAL,Aitana;Myke Towers,,13/03/2025,193006,54,"reggaeton,trap latino,urbano latino",Universal Music Spain S.L.
90,Rhythm of Love,Rhythm of Love,Frankie Grande,,14/03/2025,186413,24,,Casablanca new/Republic Records
91,Enamorá,Enamorá,MËSTIZA;Tayllor,,14/03/2025,172000,45,"latin house,flamenco,afro house,tribal house,afro tech,organic house",Sacro Music
92,This Is Real,This Is Real,feeble little horse,,11/03/2025,187351,41,"shoegaze,lo-fi indie",Saddle Creek
93,Broken Glass (feat. Say She She),Broken Glass,Neal Francis;Say She She,,11/03/2025,233720,0,retro soul,ATO Records
94,Take a trip,Take a trip,Henrik,,14/03/2025,147607,41,"christian folk,folk pop",North main 2025
95,GUAPA,GUAPA,Raissa,,14/03/2025,172200,35,,Neon Gold
96,Baddest,Baddest,FendiDa Rappa,,12/03/2025,149676,9,,Giant Music
97,BET,Built Different,K CAMP,,14/03/2025,205714,37,,K CAMP
98,Love Again,Love Again,Timbaland;Alejandro Aranda,,14/03/2025,195789,0,,Timbaland Productions/gamma.
99,Lonestar Lovers,Lonestar Lovers,Brett Eldredge,,14/03/2025,198733,31,"country,christmas",Warm and Cozy Records
100,Back 4 More,Back 4 More,Kevin Ross,,14/03/2025,148316,24,neo soul,Art Society Music Group (AMG) / EMPIRE
,Bar Named Jesus (ft. Thomas Rhett),Bar Named Jesus (ft. Thomas Rhett),Adam Doleac;Thomas Rhett,,14/03/2025,175004,43,"country,acoustic country,pop country",Mom and Daddy's Money
