Track Name,Album Name,Artist Name(s),English Name Signals?,Release Date,Duration (ms),Popularity,Genres,Record Label,,,,,,,,,,,,
Nights Like These (with Rag'n'Bone Man),RUDIM3NTAL,Rudimental;Rag'n'Bone Man,,22/08/2025,207129,48,,Room Two Recordings,,,,,,,,,,,,
Set Me Free,Set Me Free,Martin Garrix;Arcando;Bonn,,22/08/2025,189176,58,"edm,electronica,progressive house,drum and bass",STMPD RCRDS,,,,,,,,,,,,
Show Out,Show Out,Chef Boy;E-40,,22/08/2025,155506,34,"hyphy,west coast hip hop,g-funk",Situation 3,,,,,,,,,,,,
Salesman,Salesman,Greg Freeman,,19/08/2025,222224,27,alt country,Transgressive Records,,,,,,,,,,,,
Blushing,Blushing,Luvcat,,20/08/2025,247000,45,,Luvcat,,,,,,,,,,,,
3 am things,3 am things,Pimmie,,21/08/2025,100386,2,,Pimmie,,,,,,,,,,,,
Bitter Everyday,Bitter Everyday,Wednesday,,19/08/2025,201960,20,alt country,Dead Oceans,,,,,,,,,,,,
One Train,One Train,Show Me the Body,,20/08/2025,152414,30,noise rock,Loma Vista Recordings,,,,,,,,,,,,
HOT BOYS MAKE HOT MUSIC,HOT PEOPLE MAKE HOT MUSIC,samxemma,,21/08/2025,233906,40,hyperpop,Sony Music Entertainment,,,,,,,,,,,,
Exhilaration,Freakquencies: Volume 1,The Dare,,22/08/2025,207960,39,electroclash,The Dare,,,,,,,,,,,,
Scat Pack,Scat Pack,Clarent;Omar Courtz,,21/08/2025,253658,78,,WEA Latina,,,,,,,,,,,,
White Tee,White Tee,Murda Beatz;Lancey Foux,,22/08/2025,113684,33,rage rap,Murda Beatz Recordings,,,,,,,,,,,,
I MISS MY FRIEND,I MISS MY FRIEND,Maxwell Luke,,20/08/2025,254705,6,,Maxwell Luke McMahon,,,,,,,,,,,,
My Side Of Town,My Side Of Town,Josh Ross,,22/08/2025,162060,43,country,"Core Entertainment, LLC",,,,,,,,,,,,
go!,go!,WHATMORE,,22/08/2025,167191,40,,Alta Music Group,,,,,,,,,,,,
Floorface,Warbrained,quannnic,,22/08/2025,246865,37,shoegaze,deadAir / Sony Music Entertainment,,,,,,,,,,,,
Hit Me Where It Hurts,No Good At Hanging Up,Elle Coves,,22/08/2025,205335,40,,Outlier Recordings/Columbia Records,,,,,,,,,,,,
Headphones,Reconstruction,Lecrae;Killer Mike;T.I.,,22/08/2025,221894,49,"christian hip hop,christian,gospel r&b,christian pop,rap chrétien,chinese hip hop,southern hip hop,alternative hip hop",Reach Records,,,,,,,,,,,,
High Note (feat. Luv Moore),Samurai DX,Lupe Fiasco;Luv Moore,,22/08/2025,235432,41,,1st and 15th too,,,,,,,,,,,,
RIGHT/WRONG,people stories,UMI,,22/08/2025,168160,39,,"UMI, Inc./Epic Records",,,,,,,,,,,,
ascension,ascension,Laxcity,,17/08/2025,182400,8,future bass,laxcity,,,,,,,,,,,,
It Smells Like Fudge Axe in Here,The Sound a Body Makes When It's Still,Hot Mulligan,,22/08/2025,206763,56,"midwest emo,pop punk,emo",Many Hats Distribution,,,,,,,,,,,,
Adriatic,Adriatic,Westerman,,19/08/2025,222390,24,,Partisan Records,,,,,,,,,,,,
Afraid,Afraid,Flock of Dimes,,20/08/2025,221306,26,,Sub Pop Records,,,,,,,,,,,,
LIVING ROOM,LIVING ROOM,maryjo;Mergui,,22/08/2025,187460,58,mizrahi,MJ,,,,,,,,,,,,
Kiss,Swallow the Knife,Sir Chloe,,22/08/2025,196222,47,,Sir Chloe,,,,,,,,,,,,
amarillo,amarillo,Joaquina,,22/08/2025,210769,43,,Universal Music Latino / Arthouse,,,,,,,,,,,,
Make A Baby (feat. Lucky Daye),Make A Baby (feat. Lucky Daye),Tori Kelly;Lucky Daye,,22/08/2025,177064,44,,Epic,,,,,,,,,,,,
Fort Knox,Fort Knox,Sigrid,,19/08/2025,198757,42,norwegian pop,EMI,,,,,,,,,,,,
Bluebird of Happiness,Bluebird of Happiness,Hand Habits,,19/08/2025,198440,13,,Fat Possum Records,,,,,,,,,,,,
Hold Me,Hold Me,Morgan Seatree;Abi Flynn,,22/08/2025,152571,50,"hard house,house",Positiva,,,,,,,,,,,,
The Way You Love (feat. Jon Keith),The Way You Love (Ft. Jon Keith),xander.;Timbaland;Aaron Cole;Jon Keith,,22/08/2025,195957,38,"lo-fi,lo-fi hip hop,lo-fi beats,jazz beats,christian hip hop,gospel r&b,christian pop,christian","Tribl Records, LLC",,,,,,,,,,,,
Wheels at Night,Bury the Key,TOPS,,22/08/2025,154453,37,,Ghostly International,,,,,,,,,,,,
