Track Name,Album Name,Artist Name(s),English Name Signals?,Release Date,Duration (ms),Popularity,Genres,Record Label,,,,,,,,,,,,
Lento,Música Para Abrir El Cielo,maye;Rawayana,,27/06/2025,212821,38,"latin indie,latin alternative,spanish-language reggae,reggae",Pink Poetry,,,,,,,,,,,,
Vamo a Bailotear,Apocalipsis,Cris MJ,,27/06/2025,160394,79,"reggaeton chileno,chilean trap,chilean mambo,reggaeton",Sonar LLC.,,,,,,,,,,,,
day 2,day 2,late night drive home,,23/06/2025,222200,1,indie,Epitaph,,,,,,,,,,,,
Again? Fuck.,Again? Fuck.,Alison Wonderland,,26/06/2025,172901,48,"edm trap,future bass,edm",EMI Recorded Music Australia Pty Ltd,,,,,,,,,,,,
On The Beach (from DEATH STRANDING 2: ON THE BEACH),On The Beach,Caroline Polachek,,23/06/2025,256859,44,art pop,Perpetual Novice,,,,,,,,,,,,
THE ONE.,THE ONE.,Kesha,,27/06/2025,204928,42,,Kesha Records,,,,,,,,,,,,
I Just Don't Know You Yet,I Just Don't Know You Yet,Absolutely,,27/06/2025,201007,57,,Epic,,,,,,,,,,,,
Really Wanna Be With You,Flowers,Durand Jones & The Indications;Durand Jones,,27/06/2025,271573,50,retro soul,Dead Oceans,,,,,,,,,,,,
Vanity,Vanity,Isabella Lovestory,,27/06/2025,210029,41,neoperreo,Giant Music,,,,,,,,,,,,
No Free Sauce,No Guest List,B Jack$,,24/06/2025,181347,16,"jersey club,sexy drill",B Jacks Music LLC,,,,,,,,,,,,
Tubi Movie,Tubi Movie,Loe Shimmy,,25/06/2025,107262,42,sexy drill,Rebel/gamma.,,,,,,,,,,,,
classic love,classic love,Luke Roberts;Kurt Vile,,27/06/2025,253717,36,,Verve Forecast,,,,,,,,,,,,
I HAVEN'T SAID ENOUGH,Make Yourself At Home,JP Saxe,,27/06/2025,199226,36,,Arista Records,,,,,,,,,,,,
In The End,LK99: The Prelude,Leven Kali,,27/06/2025,245893,39,,Def Jam Recordings,,,,,,,,,,,,
Rattlesnake Preacher,Rattlesnake Preacher,Ashley McBryde,,26/06/2025,235253,43,country,Warner Records Nashville,,,,,,,,,,,,
Homerun 2021,Homerun 2021,Jonah Yano,,24/06/2025,201666,41,indie jazz,Innovative Leisure,,,,,,,,,,,,
Maldito ChatGPT,Maldito ChatGPT,Camilo,,25/06/2025,213000,50,"colombian pop,pop urbano",El Taller Creativo/Sony Music Latin,,,,,,,,,,,,
Spin the Block,Spin the Block,Nelly,,23/06/2025,166207,37,,Records/Columbia,,,,,,,,,,,,
Stare at Me,Stare at Me,JANE HANDCOCK;Anderson .Paak,,27/06/2025,235658,46,,Death Row Records/gamma.,,,,,,,,,,,,
Dat Girl,Dat Girl,Kaliii,,25/06/2025,155839,33,,Atlantic Records,,,,,,,,,,,,
PRiNCE GEORGE,PRiNCE GEORGE,IDK;Cordae,,27/06/2025,165853,42,,Cosmos,,,,,,,,,,,,
Looking Up,THE ART OF BEING A MESS,Lauren Spencer Smith,,27/06/2025,145933,50,,"Three Name Productions, Inc./ Island Records & Republic Records",,,,,,,,,,,,
my light,my light,yung kai,,27/06/2025,198283,3,,BMG Rights Management (US) LLC,,,,,,,,,,,,
Misfit,Wild Child,Franni Cash,,27/06/2025,184036,30,"worship,christian,christian country",Capitol CMG Label Group,,,,,,,,,,,,
Unsatisfied Heart,Tracks II: The Lost Albums,Bruce Springsteen,,27/06/2025,345866,32,,Columbia/Legacy,,,,,,,,,,,,
Moth Song,Moth Song,Folk Bitch Trio,,24/06/2025,303902,2,,Jagjaguwar,,,,,,,,,,,,
talk,talk,The Two Lips,,27/06/2025,160407,52,,"The Blushing Tulips, LLC PS",,,,,,,,,,,,
Antler Queen,Cult Leader,Susannah Joffe,,27/06/2025,175000,29,,Open Management,,,,,,,,,,,,
"One Heart, One Voice (with Mariah Carey & Ariana Grande)","The Secret Of Life: Partners, Volume 2",Barbra Streisand;Mariah Carey;Ariana Grande,,27/06/2025,319258,40,"adult standards,christmas,pop",Columbia,,,,,,,,,,,,
dollaz n dollaz,dollaz n dollaz,jigitz;Lay Bankz,,27/06/2025,144826,43,"stutter house,jersey club",R&R Digital,,,,,,,,,,,,
chronic,no service,sosocamo,,27/06/2025,136615,59,,broke,,,,,,,,,,,,
Trim (feat. G Herbo),Bleuski,Yung Bleu;G Herbo,,27/06/2025,203424,35,"chicago drill,drill",Moon Boy Music,,,,,,,,,,,,
Potluck,Potluck,MAVI;Smino,,24/06/2025,155284,38,"experimental hip hop,alternative hip hop",Noble Music,,,,,,,,,,,,
Jersey In July,Jersey In July,Dom Innarella,,27/06/2025,125578,38,,"IT Entertainment, LLC",,,,,,,,,,,,
1-800,1-800,bbno$;Ironmouse,,27/06/2025,209515,76,,bbno$$,,,,,,,,,,,,
Polo,Polo,Kim Petras,,27/06/2025,151302,44,,Kim Petras,,,,,,,,,,,,
Catching Feelings,Catching Feelings,Annie Tracy;Leon Thomas,,26/06/2025,205028,41,,Warner Records,,,,,,,,,,,,
Formula One,Formula One,Jasiel Nuñez,,26/06/2025,185179,70,"corridos tumbados,corrido,sad sierreño,corridos bélicos,música mexicana",Double P Records,,,,,,,,,,,,
Made for Goodbyes,Made for Goodbyes,Blake Whiten,,27/06/2025,192963,65,country,Enchntmnt/Warner Records,,,,,,,,,,,,
Somewhere,Somewhere,Charlotte Lawrence,,27/06/2025,272393,34,,Charlotte Lawrence,,,,,,,,,,,,
Run,Run,Fine,,25/06/2025,216677,43,,Escho,,,,,,,,,,,,
Summertime Blue,Summertime Blue,Norah Jones;John Legend,,27/06/2025,210296,50,"jazz pop,soft pop,neo soul",Blue Note Records,,,,,,,,,,,,
Let It Be For Love,Breathe,Armin van Buuren;JAI RYU,,27/06/2025,202047,56,"trance,progressive trance,progressive house,electronica,edm,hypertechno",Armada Music,,,,,,,,,,,,
Dog,Dog,Daisy the Great,,25/06/2025,243390,25,,S-Curve Records,,,,,,,,,,,,
Nookie (Pu$$y) (feat. Sexyy Red),Nookie (Pu$$y) (feat. Sexyy Red),21 Lil Harold;21 Savage;Sexyy Red,,26/06/2025,180226,40,,"Slaughter Gang, LLC/Epic Records",,,,,,,,,,,,
Falling Off,Falling Off,RAAHiiM;Bay Swag,,27/06/2025,160000,1,"dark r&b,trap soul,sexy drill",MNRK Records LP,,,,,,,,,,,,
My My,My My,Zac Farro,,24/06/2025,131473,19,,Congrats Records,,,,,,,,,,,,
3am,3am,Łaszewo,,27/06/2025,172928,70,stutter house,Boom Records LLC,,,,,,,,,,,,
Waste Me,Tomorrow Comes Crashing,Smut,,27/06/2025,190160,20,,Bayonet Records,,,,,,,,,,,,
Le Vôtre,Made In Paris,Pi’erre Bourne,,27/06/2025,229012,38,melodic rap,SossHouse/Interscope Records,,,,,,,,,,,,
Troubled Water,Getting By,Lily Fitts,,27/06/2025,165040,48,folk pop,"Lily Fitts Music, Inc. under exclusive license to Thirty Knots",,,,,,,,,,,,
